ciqual_code	ciqual_group_fr	ciqual_name_fr
76043	eaux	Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)
76044	eaux	Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)
76077	eaux	Eau minérale Talians, embouteillée, non gazeuse, fortement minéralisée (Italie)
76050	eaux	Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)
76095	eaux	Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)
76078	eaux	Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)
76097	eaux	Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)
76056	eaux	Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)
76057	eaux	Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)
76059	eaux	Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)
76027	eaux	Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)
76073	eaux	Eau minérale San Benedetto, embouteillée, faiblement minéralisée (Italie)
76074	eaux	Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)
11027	herbes	Menthe, fraîche
20916	ingrédients divers	Miso
11056	épices	Quatre épices
9612	pâtes, riz et céréales	Mélange de céréales et légumineuses, cru
18153	boissons sans alcool	Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)
18162	boissons sans alcool	Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)
18150	boissons sans alcool	Chicorée et café, poudre soluble
15018	fruits à coque et graines oléagineuses	Mélange apéritif de graines salées et raisins secs
15048	fruits à coque et graines oléagineuses	Mélange apéritif de graines (non salées) et fruits séchés
15049	fruits à coque et graines oléagineuses	Mélange apéritif de graines (non salées) et raisins secs
20271	légumes	Macédoine de légumes, surgelée
2011	boissons sans alcool	Jus multifruit - base orange, multivitaminé
2002	boissons sans alcool	Jus multifruit, pur jus, multivitaminé
2035	boissons sans alcool	Jus multifruit, pur jus, standard
2069	boissons sans alcool	Jus multifruit, à base de concentré, standard
2060	boissons sans alcool	Nectar multifruit, multivitaminé
2061	boissons sans alcool	Nectar multifruit, standard
25506	autres produits à base de viande	Brochette mixte de viande
20497	légumes	Légumes pour couscous, cuits
20496	légumes	Légumes pour couscous, surgelés, crus
20266	légumes	Légumes pour ratatouille, surgelés
20263	légumes	Légumes pour potages, surgelés, crus
20101	légumes	Légumes, mélange surgelé, crus
51500	herbes	Meloukhia, feuilles de corète séchées, en poudre
30105	charcuteries	Saucisse de Montbéliard
12743	fromages	Morbier
20105	légumes	Champignon, morille, crue
13110	fruits	Griotte, crue
30797	charcuteries	Mortadelle pistachée pur porc
30789	charcuteries	Mortadelle
30790	charcuteries	Mortadelle, pur porc
30108	charcuteries	Saucisse de Morteau, bouillie/cuite à l'eau
30104	charcuteries	Saucisse de Morteau
25123	plats composés	Moussaka
39235	produits laitiers frais et assimilés	Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais
39210	produits laitiers frais et assimilés	Mousse au chocolat traditionnelle, rayon frais
19590	fromages	Mozzarella au lait de vache
32109	céréales de petit-déjeuner et biscuits	Muesli croustillant au chocolat (non enrichi en vitamines et minéraux)
32112	céréales de petit-déjeuner et biscuits	Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux
32108	céréales de petit-déjeuner et biscuits	Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)
32111	céréales de petit-déjeuner et biscuits	Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux
32128	céréales de petit-déjeuner et biscuits	Muesli floconneux ou de type traditionnel
32138	céréales de petit-déjeuner et biscuits	Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux)
32110	céréales de petit-déjeuner et biscuits	Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux
32113	céréales de petit-déjeuner et biscuits	Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés
23950	gâteaux et pâtisseries	Muffin, aux myrtilles ou au chocolat
26091	poissons crus	Mulet, cru
26026	poissons cuits	Mulet, rôti/cuit au four
20531	légumineuses	Haricot mungo, cuit
20029	légumes	"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté"
20183	légumes	"Haricot mungo germé ou pousse de ""soja"", cru"
12039	fromages	Munster
11160	sauces	Sauce aux champignons, préemballée
10013	mollusques et crustacés cuits	Moule, bouillie/cuite à l'eau
10028	produits à base de poissons et produits de la mer	Moule, appertisée, égouttée
10014	mollusques et crustacés crus	Moule commune, crue
10083	plats composés	Moules farcies (matière grasse, persillade…), crues
10082	plats composés	Moules marinières (oignons et vin blanc)
10081	produits à base de poissons et produits de la mer	Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée
11157	sauces	Sauce moutarde, préemballée
11013	condiments	Moutarde
11021	condiments	Moutarde à l'ancienne
25159	plats composés	Tajine de mouton
21006	viandes crues	Mouton, gigot, cru
21001	viandes crues	Mouton, viande, crue
21003	viandes crues	Mouton, épaule, crue
13030	fruits	Nectarine ou brugnon, pulpe et peau, crue
12031	fromages	Neufchâtel
4023	pommes de terre et autres tubercules	Pomme de terre nouvelle, crue
20158	légumes	Tétragone cornue, cuite
27025	poissons crus	Perche du Nil, crue
25183	plats composés	Nouilles sautées/poêlées aux crevettes
20998	algues	Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté
10024	mollusques et crustacés crus	Langoustine, crue
18004	boissons sans alcool	Café, non instantané, non sucré, prêt à boire
31033	confiseries non chocolatées	Nougat ou touron
11194	sauces	Sauce Nuoc Mâm ou Sauce au poisson, préemballée
26033	poissons cuits	Roussette ou petite roussette ou saumonette, cuite
26074	poissons crus	Roussette ou petite roussette ou saumonette, crue
11048	épices	Noix de muscade
11009	ingrédients divers	Levure alimentaire
18905	boissons sans alcool	Boisson à base d'avoine, nature
9640	ingrédients divers	Son d'avoine
9313	céréales de petit-déjeuner et biscuits	Flocons d'avoine, bouillis/cuits à l'eau
32140	céréales de petit-déjeuner et biscuits	Flocon d'avoine précuit
9310	pâtes, riz et céréales	Avoine, crue
9311	farines et pâtes à tarte	Flocon d'avoine
58103	légumes	Gombo, fruit, cuit
17270	huiles et graisses végétales	Huile d'olive vierge extra
13147	condiments	Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)
22506	œufs	Omelette au fromage
22509	œufs	Omelette aux fines herbes
22507	œufs	Omelette aux lardons
22508	œufs	Omelette aux champignons
25529	pizzas, tartes et crêpes salées	Tarte à l'oignon
20035	légumes	Oignon, cuit
20180	légumes	Oignon, séché
20235	légumes	Oignon, surgelé, cru
20034	légumes	Oignon, cru
18156	boissons sans alcool	Thé oolong, infusé, non sucré
2013	boissons sans alcool	Jus d'orange, maison
13034	fruits	Orange, pulpe, crue
11035	herbes	Origan, séché
12119	fromages	Ossau-Iraty
25164	plats composés	Osso buco
25610	charcuteries	Museau de boeuf en vinaigrette
10011	mollusques et crustacés crus	Huître, sans précision, crue
10035	mollusques et crustacés crus	Huître creuse, crue
25031	plats composés	Paëlla
20018	légumes	Coeur de palmier, appertisé, égoutté
16129	huiles et graisses végétales	Huile de palme, sans précision
16150	huiles et graisses végétales	Huile de palme raffinée
28858	charcuteries	Pancetta ou Poitrine roulée sèche
27018	poissons cuits	Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit
7170	pains et viennoiseries	Pain panini
19685	produits laitiers frais et assimilés	Panna cotta, rayon frais
13035	fruits	Papaye, pulpe, crue
11049	épices	Paprika
28844	charcuteries	Jambon sec de Parme
12120	fromages	Parmesan
11024	herbes	Persil, séché
11014	herbes	Persil, frais
20133	légumes	Panais, cuit
20181	légumes	Panais, cru
13016	fruits	Fruit de la passion ou maracudja, pulpe et pépins, cru
25122	plats composés	Gratin de pâtes
25198	plats composés	Pâtes en sauce aux fromages (spaghetti, tagliatelles…)
25568	pizzas, tartes et crêpes salées	Pastilla au poulet
1000	boisson alcoolisées	Pastis
24060	céréales de petit-déjeuner et biscuits	Biscuit pâtissier meringué
39710	produits laitiers frais et assimilés	Crème pâtissière
23455	gâteaux et pâtisseries	Chou à la crème (chantilly ou pâtissière)
23412	farines et pâtes à tarte	Pâte brisée, matière grasse végétale, cuite
8391	charcuteries	Pâté en croûte
8201	charcuteries	Pâté au poivre vert
39401	desserts glacés	Pêche melba
13730	fruits	Pêche au sirop léger, appertisée, égouttée
13731	fruits	Pêche au sirop léger, appertisée, non égouttée
13118	fruits	Pêche, sèche
13043	fruits	Pêche, pulpe et peau, crue
15202	fruits à coque et graines oléagineuses	Beurre de cacahuète ou Pâte d'arachide
17040	huiles et graisses végétales	Huile d'arachide
20581	fruits à coque et graines oléagineuses	Arachide, bouillie/cuite à l'eau, salée
15037	fruits à coque et graines oléagineuses	Cacahuète, grillée
15002	fruits à coque et graines oléagineuses	Cacahuète, grillée, salée
15001	fruits à coque et graines oléagineuses	Cacahuète ou Arachide
13735	fruits	Poire au sirop léger, appertisée, non égouttée
13107	fruits	Poire, pulpe, crue
13037	fruits	Poire, pulpe et peau, crue
9322	pâtes, riz et céréales	Orge perlée, bouilli/cuite à l'eau, non salée
9321	pâtes, riz et céréales	Orge perlée, crue
15026	fruits à coque et graines oléagineuses	Noix de pécan
15046	fruits à coque et graines oléagineuses	Noix de pécan, salées
24663	gâteaux et pâtisseries	Tarte aux poires amandine
12831	fromages	Pélardon (fromage de chèvre)
13066	fruits	Kaki, pulpe, cru
10049	mollusques et crustacés crus	Pétoncle ou Peigne du Pérou, noix, crue
19666	produits laitiers frais et assimilés	Fromage frais type petit suisse, nature, 10% MG environ
19667	produits laitiers frais et assimilés	Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D
19664	produits laitiers frais et assimilés	Fromage frais type petit suisse, nature, 4% MG environ
19663	produits laitiers frais et assimilés	Fromage frais type petit suisse, nature, 0% MG
19662	produits laitiers frais et assimilés	Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D
19661	produits laitiers frais et assimilés	Fromage frais type petit suisse, aux fruits, 2-3% MG
36402	viandes cuites	Faisan, viande, rôtie/cuite au four
23445	farines et pâtes à tarte	Pâte phyllo ou Pâte filo, crue
12836	fromages	Picodon (fromage de chèvre)
36602	viandes cuites	Pigeon, viande, rôtie/cuite au four
26027	produits à base de poissons et produits de la mer	Pilchard, sauce tomate, appertisé, égoutté
15025	fruits à coque et graines oléagineuses	Pignon de pin
13718	fruits	Ananas au sirop léger, appertisé, égoutté
13719	fruits	Ananas au sirop léger, appertisé, non égoutté
13716	fruits	Ananas au sirop et jus d'ananas, appertisé, égoutté
13717	fruits	Ananas au sirop et jus d'ananas, appertisé, non égoutté
13002	fruits	Ananas, pulpe, cru
20240	plats composés	Piperade basquaise
15044	fruits à coque et graines oléagineuses	Pistache, grillée
15009	fruits à coque et graines oléagineuses	Pistache, grillée, salée
7180	pains et viennoiseries	Pain pita
96778	farines et pâtes à tarte	Pâte à pizza cuite
37001	farines et pâtes à tarte	Pâte à pizza crue
23403	farines et pâtes à tarte	Préparation pour pâte à pizza
26273	pizzas, tartes et crêpes salées	Pizza type raclette ou tartiflette
25457	pizzas, tartes et crêpes salées	Pizza à la viande, type bolognaise
25477	pizzas, tartes et crêpes salées	Pizza champignons fromage
25404	pizzas, tartes et crêpes salées	Pizza au fromage ou Pizza margherita
26272	pizzas, tartes et crêpes salées	Pizza au poulet
25462	pizzas, tartes et crêpes salées	Pizza au chorizo ou salami
26274	pizzas, tartes et crêpes salées	Pizza au speck ou jambon cru
25478	pizzas, tartes et crêpes salées	Pizza 4 fromages
25468	pizzas, tartes et crêpes salées	Pizza au chèvre et lardons
25435	pizzas, tartes et crêpes salées	Pizza jambon fromage
25548	pizzas, tartes et crêpes salées	Pizza jambon fromage champignons ou pizza royale, reine ou regina
26271	pizzas, tartes et crêpes salées	Pizza kebab
25570	pizzas, tartes et crêpes salées	Pizza aux lardons, oignons et fromage
25528	pizzas, tartes et crêpes salées	Pissaladière
25464	pizzas, tartes et crêpes salées	Pizza au saumon
25463	pizzas, tartes et crêpes salées	Pizza aux fruits de mer
26270	pizzas, tartes et crêpes salées	Pizza au thon
25472	pizzas, tartes et crêpes salées	Pizza aux légumes ou Pizza 4 saisons
53101	pommes de terre et autres tubercules	Banane plantain, cuite
53100	légumes	Banane plantain, crue
13100	fruits	Prune, crue
9615	pâtes, riz et céréales	Polenta ou semoule de maïs, cuite, non salée
9614	pâtes, riz et céréales	Polenta ou semoule de maïs, précuite, sèche
26129	poissons crus	Lieu jaune ou colin, cru
13018	fruits	Grenade, pulpe et pépins, crue
26083	poissons crus	Éperlan, cru
12042	fromages	Pont l'Évêque
9231	céréales de petit-déjeuner et biscuits	Pop-corn ou Maïs éclaté, à l'air, non salé
9230	céréales de petit-déjeuner et biscuits	Pop-corn ou Maïs éclaté, à l'huile, salé
9232	céréales de petit-déjeuner et biscuits	Pop-corn ou Maïs éclaté, au caramel
11061	épices	Pavot, graine
30791	charcuteries	Mortadelle, porc et boeuf
28550	charcuteries	Poitrine de porc demi-sel
28502	charcuteries	Poitrine de porc, fumée, crue
28530	charcuteries	Oreille de porc demi-sel
16530	autres matières grasses	Lard gras, cru
28203	viandes cuites	Porc, filet mignon, cuit
28204	viandes crues	Porc, filet mignon, cru
28700	charcuteries	Jambon de porc à cuire ou Jambon à rôtir/cuire au four
8313	charcuteries	Mousse de foie de porc
8312	charcuteries	Mousse de foie de porc supérieure ou Crème de foie
8305	charcuteries	Pâté de foie de porc
8300	charcuteries	Pâté de foie de porc, supérieur
28007	viandes cuites	Porc, longe, cuite
28003	viandes crues	Porc, longe, crue
25566	autres produits à base de viande	Brochette de porc, crue
25071	plats composés	Potée auvergnate (chou et porc)
8406	charcuteries	Museau de porc vinaigrette
28202	viandes cuites	Porc, filet, maigre, en rôti, cuit
28201	viandes crues	Porc, filet, maigre, cru
28540	charcuteries	Pied de porc demi-sel
25207	plats composés	Porc au caramel
28476	viandes crues	Porc, maigre 80/20, cru
28475	viandes crues	Porc, maigre 90/10, cru
28470	viandes crues	Porc, bardière découennée, crue
28479	viandes crues	Porc, poitrine cutter, sans mouille, crue
28002	viandes crues	Porc, poitrine, crue
28101	viandes cuites	Porc, côte, grillée
28100	viandes crues	Porc, côte, crue
28461	viandes cuites	Porc, escalope de jambon, cuite
28460	viandes crues	Porc, escalope de jambon, crue
28471	viandes crues	Porc, gorge, découennée, crue
28474	viandes crues	Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru
28004	viandes crues	Porc, jarret, cru
28302	viandes crues	Porc, échine, crue
28451	viandes cuites	Porc, échine, rôtie/cuite au four
28105	viandes cuites	Porc, carré, cuit
28104	viandes crues	Porc, carré, cru
28478	viandes crues	Porc, couenne, crue
28301	viandes cuites	Porc, rôti, cuit
28300	viandes crues	Porc, rôti, cru
28103	viandes cuites	Porc, rouelle de jambon, cuite
28102	viandes crues	Porc, rouelle de jambon, crue
28472	viandes crues	Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru
28477	viandes crues	Porc, palette, découennée, dégraisssée, désossée, crue
28010	viandes cuites	Porc, épaule, cuite
28001	viandes crues	Porc, épaule, crue
28401	viandes cuites	Porc, travers, braisé
28400	viandes crues	Porc, travers, cru
28473	viandes crues	Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru
4038	pommes de terre et autres tubercules	Chips de pommes de terre et assimilés, allégées en matière grasse
4037	pommes de terre et autres tubercules	Chips de pommes de terre, à l'ancienne
4004	pommes de terre et autres tubercules	Chips de pommes de terre, standard
4022	pommes de terre et autres tubercules	Pomme de terre, flocons déshydratés, nature
4016	pommes de terre et autres tubercules	Pomme de terre, flocons déshydratés, au lait ou à la crème
4019	pommes de terre et autres tubercules	Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée
4017	pommes de terre et autres tubercules	Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse
4018	pommes de terre et autres tubercules	Pomme de terre, purée, avec lait et beurre, non salée
25609	salades composées et crudités	Salade de pomme de terre à la piémontaise, préemballée
4003	pommes de terre et autres tubercules	Pomme de terre, bouillie/cuite à l'eau
4002	pommes de terre et autres tubercules	Pomme de terre, sans peau, cuite au four
4008	pommes de terre et autres tubercules	Pomme de terre, sans peau, crue
4027	pommes de terre et autres tubercules	Pomme de terre rissolée, surgelée, cuite
4043	pommes de terre et autres tubercules	Pomme de terre rissolée, surgelée, crue
4026	pommes de terre et autres tubercules	Pomme de terre, rôtie/cuite au four
4015	pommes de terre et autres tubercules	Pomme de terre, sautée/poêlée
4036	pommes de terre et autres tubercules	Pomme de terre sautée/poêlée à la graisse de canard
4014	pommes de terre et autres tubercules	Pomme de terre vapeur, sous vide
12839	fromages	Pouligny Saint-Pierre (fromage de chèvre)
28929	charcuteries	Dés, allumettes, râpé ou haché de jambon de volaille
8316	charcuteries	Pâté de foie de volaille
25512	autres produits à base de viande	Volaille, croquette panée ou nuggets
25504	autres produits à base de viande	Brochette de volaille
25126	plats composés	Paupiette de volaille
8912	charcuteries	Quenelle de volaille, en sauce
8910	charcuteries	Quenelle de volaille, crue
30130	charcuteries	Saucisse de volaille, façon charcutière
30131	charcuteries	Saucisse de volaille, type Knack
11171	aides culinaires	Fond de volaille pour sauces et cuisson, déshydraté
28927	charcuteries	Haché de volaille
23081	gâteaux et pâtisseries	Quatre-quarts ou barre pâtissière, préemballé
26133	poissons crus	Tacaud, cru
38104	céréales de petit-déjeuner et biscuits	Chips de crevette
25057	plats composés	Poêlée de pommes de terre préfrites, lardons ou poulet, et autres, sans légumes verts
25602	salades composées et crudités	Salade composée avec viande ou poisson, appertisée, égouttée
25601	salades composées et crudités	Salade de thon et légumes, appertisée, égouttée
25615	salades composées et crudités	Salade de pâtes, végétarienne
25619	salades composées et crudités	Salade de pâtes aux légumes, avec poisson ou viande
25606	salades composées et crudités	Salade de pommes de terre maison
25614	salades composées et crudités	Salade de riz
8110	charcuteries	Confit de canard
8120	charcuteries	Confit de foie de porc
8125	charcuteries	Confit de foie de volaille
13063	fruits	Figue de Barbarie, pulpe et graines, crue
12356	fromages	Snack pour enfants à base de fromage fondu et de gressins
12355	fromages	Spécialité fromagère fondante au fromage blanc et aux noix
12310	fromages	Fromage fondu en portions ou en cubes environ 20% MG
12320	fromages	Fromage fondu double crème, environ 31% MG
12300	fromages	Fromage fondu en tranchettes
23474	produits laitiers frais et assimilés	Profiteroles (crème pâtissière et sauce chocolat), rayon frais
23472	desserts glacés	Profiterole avec glace vanille et sauce chocolat
28480	viandes crues	Porc, rôti filet avec chaînette, cru
25454	pizzas, tartes et crêpes salées	Tarte à la provençale
25524	plats composés	Tomate à la provençale
8612	plats composés	Tripes à la tomate ou à la provençale
11060	herbes	Herbes de Provence, séchées
12716	fromages	Provolone
13042	fruits	Pruneau, sec
23422	farines et pâtes à tarte	Pâte feuilletée, cuite
23421	farines et pâtes à tarte	Pâte feuilletée, surgelée, crue
23426	farines et pâtes à tarte	Pâte feuilletée pur beurre, cuite
23425	farines et pâtes à tarte	Pâte feuilletée pur beurre, surgelée crue
23424	farines et pâtes à tarte	Pâte feuilletée pur beurre, crue
23420	farines et pâtes à tarte	Pâte feuilletée, matière grasse végétale, crue
7353	pains et viennoiseries	Galettes multicéréales soufflées
7352	pains et viennoiseries	Galette de riz soufflé complet
38404	céréales de petit-déjeuner et biscuits	Biscuit apéritif soufflé, à base de maïs, à la cacahuète
38400	céréales de petit-déjeuner et biscuits	Biscuit apéritif soufflé, à base de maïs, sans cacahuète
38108	céréales de petit-déjeuner et biscuits	Biscuit apéritif soufflé, à base de pomme de terre et de soja
38106	céréales de petit-déjeuner et biscuits	Biscuit apéritif soufflé, à base de pomme de terre
13614	fruits	Pamplemousse chinois, pulpe, cru
20128	légumes	Courge musquée, pulpe, crue
20043	légumes	Potiron, appertisé, égoutté
20096	légumes	Potiron, cuit
20166	légumes	Citrouille, pulpe, crue
20044	légumes	Potiron, cru
1014	boisson alcoolisées	Alcool pur
11082	sels	Fleur de sel, non iodée, non fluorée
12747	fromages	Fromage de brebis des Pyrénées
36102	viandes cuites	Caille, viande et peau, cuite
8937	charcuteries	Quenelle nature, crue
25405	pizzas, tartes et crêpes salées	Quiche lorraine
13010	fruits	Coing, cru
9341	pâtes, riz et céréales	Quinoa, bouilli/cuit à l'eau, non salé
9340	pâtes, riz et céréales	Quinoa, cru
8240	charcuteries	Pâté de lapin
8242	charcuteries	Terrine de lapin
25063	plats composés	Lapin à la moutarde
34000	viandes cuites	Lapin, viande braisée
34002	viandes cuites	Lapin, viande cuite
34001	viandes crues	Lapin, viande crue
34004	viandes cuites	Lapin de garenne, viande, cuite
34003	viandes crues	Lapin de garenne, viande, crue
12749	fromages	Raclette (fromage)
20089	légumes	Radis noir, cru
20045	légumes	Radis rouge, cru
27014	poissons cuits	Truite arc en ciel, élevage, rôtie/cuite au four
27015	poissons cuits	Truite arc en ciel, élevage, cuite à la vapeur
27009	poissons crus	Truite arc en ciel, crue, élevage
7720	pains et viennoiseries	Pain aux raisins (viennoiserie)
13046	fruits	Raisin, sec
17130	huiles et graisses végétales	Huile de colza
13136	fruits	Framboise, surgelée, crue
13015	fruits	Framboise, crue
25018	plats composés	Ratatouille cuisinée
25019	plats composés	Ravioli à la viande, sauce tomate, appertisé
25192	plats composés	Raviolis aux légumes, sauce tomate, appertisés
26073	poissons cuits	Raie, cuite au court-bouillon
26052	poissons crus	Raie, crue
26031	poissons cuits	Raie, rôtie/cuite au four
12045	fromages	Reblochon
13997	fruits	Fruits rouges, crus (framboises, fraises, groseilles, cassis)
23495	gâteaux et pâtisseries	Tarte aux fruits rouges
20095	légumes	Chou rouge, bouilli/cuit à l'eau
20014	légumes	Chou rouge, cru
13019	fruits	Groseille, crue
20162	légumes	Chicorée rouge, crue
26106	poissons crus	Grondin, cru
20524	légumineuses	Haricot rouge, appertisé, égoutté
20503	légumineuses	Haricot rouge, cuit
20525	légumineuses	Haricot rouge, sec
20132	légumes	Potimarron, pulpe, cru
11164	sauces	Sauce au vin rouge
19678	produits laitiers frais et assimilés	Lait emprésuré aromatisé, rayon frais
13048	fruits	Rhubarbe, tige, cuite, sucrée
13047	fruits	Rhubarbe, tige, crue
18904	boissons sans alcool	Boisson à base de riz, nature
9643	ingrédients divers	Son de riz
9520	farines et pâtes à tarte	Farine de riz
9901	pâtes, riz et céréales	Vermicelle de riz, cuite, non salée
9900	pâtes, riz et céréales	Vermicelle de riz, sèche
23536	produits laitiers frais et assimilés	Gâteau de riz au caramel, rayon frais
39232	produits laitiers frais et assimilés	Gâteau de riz, appertisé
39212	produits laitiers frais et assimilés	Riz au lait, rayon frais
9103	pâtes, riz et céréales	Riz complet, cuit, non salé
9102	pâtes, riz et céréales	Riz complet, cru
9104	pâtes, riz et céréales	Riz blanc, cuit, non salé
9121	pâtes, riz et céréales	Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru
9105	pâtes, riz et céréales	Riz blanc étuvé, cuit, non salé
9101	pâtes, riz et céréales	Riz blanc étuvé, cru
9100	pâtes, riz et céréales	Riz blanc, cru
9110	pâtes, riz et céréales	Riz rouge, cuit, non salé
9109	pâtes, riz et céréales	Riz rouge, cru
25560	pizzas, tartes et crêpes salées	Tourte au riesling
8080	produits à base de poissons et produits de la mer	Rillettes de poisson
8015	charcuteries	Rillettes du Mans
8010	charcuteries	Rillettes de Tours
8026	charcuteries	Rillettes de canard
8030	charcuteries	Rillettes d'oie
8083	produits à base de poissons et produits de la mer	Rillettes de maquereau
8000	charcuteries	Rillettes traditionnelles de porc
8040	charcuteries	Rillettes de poulet
8025	charcuteries	Rillettes pur oie
8001	charcuteries	Rillettes pur porc
8081	produits à base de poissons et produits de la mer	Rillettes de saumon
8082	produits à base de poissons et produits de la mer	Rillettes de thon
25189	plats composés	Risotto, aux fromages
25188	plats composés	Risotto, aux fruits de mer
25187	plats composés	Risotto, aux légumes
25196	plats composés	Riste d'aubergines (aubergines, tomates, oignons)
12847	fromages	Rocamadour (fromage de chèvre)
23033	gâteaux et pâtisseries	Rocher coco ou Congolais (petit gâteau à la noix de coco)
8373	charcuteries	Roulade de porc pistachée
7259	pains et viennoiseries	Pain pour hamburger ou hot dog (bun), préemballé
7262	pains et viennoiseries	Pain pour hamburger ou hot dog (bun), complet, préemballé
20217	légumes	Roquette, crue
20280	légumes	Chou romanesco ou brocoli à pomme, cru
11191	sauces	Sauce au roquefort, préemballée
12500	fromages	Roquefort
11036	herbes	Romarin, séché
11068	herbes	Romarin, frais
30304	charcuteries	Rosette ou Fuseau
4039	pommes de terre et autres tubercules	Rostis ou Galette de pomme de terre
28917	charcuteries	Rond de jambon cuit
26128	poissons crus	Grenadier (de roche), cru
1012	boisson alcoolisées	Cocktail à base de rhum
23020	gâteaux et pâtisseries	Baba au rhum, préemballé
1004	boisson alcoolisées	Rhum
7425	pains et viennoiseries	Pain grillé, tranches, multicéréale
7403	pains et viennoiseries	Pain grillé brioché, tranché, préemballé
7330	pains et viennoiseries	Biscotte multicéréale
7300	pains et viennoiseries	Biscotte classique
7400	pains et viennoiseries	Pain grillé, tranches, au froment
7310	pains et viennoiseries	Biscotte sans adjonction de sel
7301	pains et viennoiseries	Biscotte briochée
7340	pains et viennoiseries	Biscotte complète ou riche en fibres
20165	légumes	Rutabaga, cuit
20201	légumes	Rutabaga, cru
7125	pains et viennoiseries	Pain de seigle, et froment
9533	farines et pâtes à tarte	Farine de seigle T130
9530	farines et pâtes à tarte	Farine de seigle T170
9532	farines et pâtes à tarte	Farine de seigle T85
9390	pâtes, riz et céréales	Seigle entier, cru
31064	sucres, miels et assimilés	Édulcorant à la saccharine
11039	épices	Safran
11037	herbes	Sauge, séchée
11069	herbes	Sauge, fraîche
12052	fromages	Saint-Félicien
12049	fromages	Saint-Marcellin
12751	fromages	Saint-Nectaire, fermier
12748	fromages	Saint-Nectaire, laitier
12752	fromages	Saint-Nectaire, sans précision
12755	fromages	Saint-Paulin (fromage à pâte pressée non cuite demi-ferme)
12842	fromages	Sainte-Maure (fromage de chèvre)
26015	poissons cuits	Lieu noir, cuit
26047	poissons crus	Lieu noir, surgelé, cru
26134	poissons crus	Lieu noir, cru
1026	boisson alcoolisées	Saké ou Alcool de riz
11110	sauces	Sauce vinaigrette (50 à 75% d'huile), préemballée
11187	sauces	Sauce crudités ou Sauce salade, préemballée
11198	sauces	Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée
30366	charcuteries	Salami type danois
30352	charcuteries	Salami porc et boeuf
30350	charcuteries	Salami
30351	charcuteries	Salami pur porc
26111	poissons crus	Saupe, crue
12725	fromages	Salers
25537	produits à base de poissons et produits de la mer	Carpaccio de saumon avec marinade
17645	huiles de poissons	Huile de saumon
25555	pizzas, tartes et crêpes salées	Tarte au saumon
27021	poissons crus	Truite saumonée, crue
25077	plats composés	Saumon à l'oseille
26217	poissons cuits	Saumon, bouilli/cuit à l'eau, élevage
26119	produits à base de poissons et produits de la mer	Saumon, appertisé, égoutté
26230	poissons cuits	Saumon, élevage, rôti/cuit au four
26229	poissons cuits	Saumon, grillé/poêlé
26211	poissons cuits	Saumon, cuit au micro-ondes, élevage
26036	poissons crus	Saumon, cru, élevage
26161	poissons crus	Saumon, cru, sauvage
26037	poissons cuits	Saumon fumé
26038	poissons cuits	Saumon, cuit à la vapeur
20197	légumes	Salsifis noir, cru
20081	légumes	Salsifis, appertisé, égoutté
