ciqual_code	ciqual_group_fr	ciqual_name_fr
12112	fromages	Abondance
11168	sauces	Sauce aïoli, préemballée
26006	poissons crus	Lieu ou colin d'Alaska, cru
26152	poissons cuits	Lieu ou colin d'Alaska, fumé
26179	produits à base de poissons et produits de la mer	Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté
26076	poissons crus	Thon germon ou thon blanc, cru
26077	produits à base de poissons et produits de la mer	Thon germon ou thon blanc, cuit à la vapeur sous pression
15029	fruits à coque et graines oléagineuses	Luzerne, graine germée
24664	gâteaux et pâtisseries	Gâteau aux amandes type financier
18107	boissons sans alcool	Boisson à l'amande
15201	fruits à coque et graines oléagineuses	Pâte d'amande, préemballée
15000	fruits à coque et graines oléagineuses	Amande (avec peau)
15042	fruits à coque et graines oléagineuses	Amande, grillée, salée
15041	fruits à coque et graines oléagineuses	Amande, mondée, émondée ou blanchie
15032	fruits à coque et graines oléagineuses	Luzerne, graine
9345	pâtes, riz et céréales	Amarante, crue
11167	sauces	Sauce américaine, préemballée
26001	poissons crus	Bar rayé ou bar d'Amérique, cru
10048	mollusques et crustacés crus	Pecten d'Amérique ou Peigne du canada, noix, crue
26000	produits à base de poissons et produits de la mer	Anchois, filets à l'huile, semi-conserve, égoutté
25999	produits à base de poissons et produits de la mer	Anchois, filets roulés aux câpres, semi-conserve, égoutté
26177	produits à base de poissons et produits de la mer	Anchois au sel (anchoité, semi-conserve)
26081	poissons cuits	Lotte ou baudroie, grillée/poêlée
26018	poissons crus	Lotte ou baudroie, crue
13038	fruits	Compote de pomme
23493	gâteaux et pâtisseries	Crumble aux pommes
2074	boissons sans alcool	Jus de pomme, pur jus
23481	gâteaux et pâtisseries	Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados)
23490	gâteaux et pâtisseries	Tarte ou tartelette aux pommes
23480	pains et viennoiseries	Chausson aux pommes
13085	fruits	Pomme Canada, pulpe, crue
13111	fruits	Pomme, sèche
13039	fruits	Pomme, pulpe et peau, crue
13050	fruits	Pomme, pulpe, crue
13175	fruits	Pomme, pulpe, rôtie/cuite au four
13620	fruits	Pomme Golden, pulpe et peau, crue
13176	fruits	Pomme, pulpe, bouillie/cuite à l'eau
13712	fruits	Abricot au sirop léger, appertisé, égoutté
13713	fruits	Abricot au sirop léger, appertisé, non égoutté
13714	fruits	Abricot au sirop, appertisé, égoutté
13715	fruits	Abricot au sirop, appertisé, non égoutté
13001	fruits	Abricot, dénoyauté, sec
13000	fruits	Abricot, dénoyauté, cru
23494	gâteaux et pâtisseries	Tarte aux abricots
26171	poissons crus	Omble chevalier, cru
11111	sauces	Sauce armoricaine, préemballée
11172	aides culinaires	Court-bouillon pour poissons, déshydraté
20156	légumes	Artichaut, fond, appertisé, égoutté
20232	légumes	Artichaut, fond, surgelé, cru
20067	légumes	Artichaut, appertisé, égoutté
20000	légumes	Artichaut, cuit
20052	légumes	Artichaut, cru
20155	légumes	Artichaut, coeur, appertisé, égoutté
12761	fromages	Asiago
9085	pâtes, riz et céréales	Nouilles asiatiques cuites, aromatisées
9863	pâtes, riz et céréales	Nouilles asiatiques aromatisées, déshydratées
9086	pâtes, riz et céréales	Nouilles asiatiques cuites, nature, non salées
20001	légumes	Asperge, bouillie/cuite à l'eau
20076	légumes	Asperge, appertisée, égouttée
20279	légumes	Asperge, verte, crue
20073	légumes	Asperge, pelée, crue
20282	légumes	Asperge, blanche ou violette, pelée, crue
26075	poissons crus	Bar ou loup de l'Atlantique, cru
26102	poissons crus	Maquereau espagnol ou maquereau blanc ou billard, cru
26009	poissons crus	Flétan de l'Atlantique ou flétan blanc, cru
26012	poissons cuits	Hareng, frit
26014	poissons cuits	Hareng, grillé/poêlé
26237	poissons crus	Hareng maigre, cru
26010	produits à base de poissons et produits de la mer	Hareng mariné ou rollmops
26238	poissons crus	Hareng gras, cru
26011	poissons crus	Hareng, cru
25998	poissons cuits	Hareng fumé, filet, doux
26232	poissons cuits	Hareng fumé, à l'huile
26013	poissons cuits	Hareng fumé, au naturel
20999	algues	Wakamé atlantique (Alaria esculenta), séchée ou déshydratée
12521	fromages	Fromage bleu d'Auvergne
13004	légumes	Avocat, pulpe, cru
13157	desserts infantiles	Petit pot fruit avec banane pour bébé
20247	petits pots salés et plats infantiles	Petit pot légumes, avec féculent, dès 4/6 mois
20246	petits pots salés et plats infantiles	Petit pot légumes, dès 4-6 mois
13158	desserts infantiles	Petit pot fruit sans banane pour bébé
3000	laits et boissons infantiles	Lait 1er âge, poudre soluble (préparation pour nourrissons)
19013	laits et boissons infantiles	Lait 1er âge, prêt à consommer (préparation pour nourrissons)
19014	laits et boissons infantiles	Lait 2e âge, prêt à consommer (préparation pour nourrissons)
19012	laits et boissons infantiles	Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)
3002	laits et boissons infantiles	Lait 2e âge, poudre soluble (préparation de suite)
28727	charcuteries	Filet de bacon
7258	pains et viennoiseries	Bagel
39518	desserts glacés	Omelette norvégienne
11010	ingrédients divers	Levure de boulanger, compressée
11045	ingrédients divers	Levure de boulanger, déshydratée
11046	ingrédients divers	Levure chimique ou Poudre à lever
23300	gâteaux et pâtisseries	Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop)
20188	légumes	Bambou, pousses, appertisées, égouttées
20198	légumes	Bambou, pousse, crue
13089	fruits	Banane, pulpe, sèche
13005	fruits	Banane, pulpe, crue
11100	sauces	Sauce barbecue, préemballée
9550	farines et pâtes à tarte	Farine d'orge
9320	pâtes, riz et céréales	Orge entière, crue
11032	herbes	Basilic, séché
11033	herbes	Basilic, frais
9119	pâtes, riz et céréales	Riz thaï ou basmati, cru
11170	sauces	Sauce basquaise ou Sauce aux poivrons, préemballée
23803	gâteaux et pâtisseries	Gâteau basque, cerises
23802	gâteaux et pâtisseries	Gâteau basque, crème pâtissière
11053	épices	Laurier, feuille
28811	charcuteries	Jambon de Bayonne
20530	légumineuses	Haricot mungo, sec
11102	sauces	Sauce béarnaise, préemballée
12105	fromages	Beaufort
11143	sauces	Sauce béchamel, maison
11101	sauces	Sauce béchamel, préemballée
25505	autres produits à base de viande	Brochette de boeuf
25108	feuilletées et autres entrées	Samossas ou Samoussas
25065	plats composés	Boeuf aux carottes
6208	viandes cuites	Boeuf, boule de macreuse, grillée/poêlée
6202	viandes crues	Boeuf, boule de macreuse, crue
6214	viandes cuites	Boeuf, boule de macreuse, rôtie/cuite au four
6101	viandes cuites	Boeuf, braisé
6141	viandes cuites	Boeuf, joue, braisée ou bouillie
6140	viandes crues	Boeuf, joue, crue
6271	viandes cuites	Boeuf, paleron, braisé ou bouilli
6270	viandes crues	Boeuf, paleron, cru
6211	viandes cuites	Boeuf, bavette d'aloyau, grillée/poêlée
6212	viandes crues	Boeuf, bavette d'aloyau, crue
6205	viandes cuites	Boeuf, onglet, grillé
6204	viandes crues	Boeuf, onglet, cru
6151	viandes cuites	Boeuf, jarret, bouilli/cuit à l'eau
6150	viandes crues	Boeuf, jarret, cru
25163	autres produits à base de viande	Boeuf, boulettes cuites
6253	viandes cuites	Bœuf, steak haché 10% MG, cuit
6252	viandes crues	Bœuf, steak haché 10% MG, cru
6255	viandes cuites	Bœuf, steak haché 15% MG, cuit
6254	viandes crues	Bœuf, steak haché 15% MG, cru
6257	viandes cuites	Bœuf, steak haché 20% MG, cuit
6256	viandes crues	Bœuf, steak haché 20% MG, cru
6251	viandes cuites	Bœuf, steak haché 5% MG, cuit
6250	viandes crues	Bœuf, steak haché 5% MG, cru
6241	viandes cuites	Boeuf, collier, braisé
6310	viandes cuites	Boeuf, queue, bouillie/cuite à l'eau
6100	viandes cuites	Boeuf, entrecôte, partie maigre, grillée/poêlée
6103	viandes crues	Boeuf, entrecôte, crue
6001	viandes crues	Boeuf, côte, crue
6210	viandes cuites	Boeuf, rosbif, rôti/cuit au four
6104	viandes cuites	Boeuf, gîte à la noix, cuit
6102	viandes crues	Boeuf, gîte à la noix, cru
6207	viandes cuites	Boeuf, rumsteck, grillé
6206	viandes crues	Boeuf, rumsteck, cru
6123	viandes cuites	Boeuf, plat de côtes, braisé
6122	viandes crues	Boeuf, plat de côtes, cru
6002	viandes crues	Boeuf, épaule, crue
6110	viandes cuites	Boeuf, faux-filet, grillé/poêlé
6111	viandes crues	Boeuf, faux-filet, cru
6112	viandes crues	Boeuf, faux-filet, label rouge, cru
6105	viandes cuites	Boeuf, faux-filet, rôti/cuit au four
6200	viandes cuites	Boeuf, steak ou bifteck, grillé
6201	viandes crues	Boeuf, steak ou bifteck, cru
6230	viandes cuites	Boeuf, à bourguignon ou pot-au-feu, cuit
6231	viandes crues	Boeuf, à bourguignon ou pot-au-feu, cru
6131	viandes cuites	Boeuf, hampe, grillée/poêlée
6130	viandes crues	Boeuf, hampe, crue
6161	viandes cuites	Boeuf, tende de tranche, grillée/poêlée
6160	viandes crues	Boeuf, tende de tranche, crue
6162	viandes cuites	Boeuf, tende de tranche, rôtie/cuite au four
30766	charcuteries	Saucisse de bière
5011	boisson alcoolisées	"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)"
5030	boisson alcoolisées	Bière sans alcool (<1,2° alcool)
5000	boisson alcoolisées	Bière brune
5008	boisson alcoolisées	Bière faiblement alcoolisée (3° alcool)
5001	boisson alcoolisées	"Bière ""coeur de marché"" (4-5° alcool)"
5010	boisson alcoolisées	"Bière ""spéciale"" (5-6° alcool)"
5002	boisson alcoolisées	Bière forte (>8° alcool)
20003	légumes	Betterave rouge, cuite
20091	légumes	Betterave rouge, crue
39519	desserts glacés	Poire belle Hélène
26240	poissons crus	Joëls (petits poissons entiers) pour friture, crus
26159	poissons crus	Coulirou, cru
24660	céréales de petit-déjeuner et biscuits	Palmier, artisanal
24037	céréales de petit-déjeuner et biscuits	Biscuit sec fourré à la pâte ou purée de fruits
24008	céréales de petit-déjeuner et biscuits	Biscuit sec fourré aux fruits, allégé en matière grasse
24003	céréales de petit-déjeuner et biscuits	Biscuit sec à teneur garantie en vitamines et minéraux
24002	céréales de petit-déjeuner et biscuits	Biscuit sec à teneur garantie en vitamines
24004	céréales de petit-déjeuner et biscuits	Biscuit sec aux fruits, hyposodé
24055	céréales de petit-déjeuner et biscuits	Biscuit sec fourré fruits à coque (non ou légèrement chocolaté)
24011	céréales de petit-déjeuner et biscuits	Biscuit sec, petits fours en assortiment
24441	céréales de petit-déjeuner et biscuits	Biscuit sec type langue de chat ou cigarette russe
24038	céréales de petit-déjeuner et biscuits	Biscuit sec avec nappage chocolat
24016	céréales de petit-déjeuner et biscuits	Biscuit sec avec tablette de chocolat
24001	céréales de petit-déjeuner et biscuits	Biscuit sec nature
24000	céréales de petit-déjeuner et biscuits	Biscuit sec, sans précision
24690	céréales de petit-déjeuner et biscuits	Biscuit sec pauvre en glucides
24231	céréales de petit-déjeuner et biscuits	"Goûter sec fourré (""sandwiché"") parfum chocolat"
24225	céréales de petit-déjeuner et biscuits	"Goûter sec fourré (""sandwiché"") parfum lait ou vanille"
24240	céréales de petit-déjeuner et biscuits	"Goûter sec fourré (""sandwiché"") parfum fruits"
24430	céréales de petit-déjeuner et biscuits	Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir
24615	céréales de petit-déjeuner et biscuits	Biscuit sec ou tuile, aux amandes
24616	céréales de petit-déjeuner et biscuits	Biscuit sec type tuile, aux fruits
24684	céréales de petit-déjeuner et biscuits	Cookie aux pépites de chocolat
24036	céréales de petit-déjeuner et biscuits	Biscuit sec chocolaté, préemballé
24030	céréales de petit-déjeuner et biscuits	Biscuit sec au lait
24010	céréales de petit-déjeuner et biscuits	Biscuit sec, avec matière grasse végétale
24052	céréales de petit-déjeuner et biscuits	Biscuit sec chocolaté, type tartelette
24679	céréales de petit-déjeuner et biscuits	Biscuit sec nappé aux fruits, tartelette
24039	céréales de petit-déjeuner et biscuits	Barre biscuitée fourrée aux fruits, allégée en matière grasse
24689	céréales et biscuits infantiles	Biscuit pour bébé
24659	céréales de petit-déjeuner et biscuits	Biscuit sec feuilleté, type palmier ou autres
24050	céréales de petit-déjeuner et biscuits	Biscuit sec au beurre, sablé, galette ou palet, au chocolat
24049	céréales de petit-déjeuner et biscuits	Biscuit sec au beurre, sablé, galette ou palet
24053	céréales de petit-déjeuner et biscuits	Biscuit sec chocolaté, type galette
24054	céréales de petit-déjeuner et biscuits	Biscuit sec, sablé, galette ou palet, aux fruits
24678	céréales de petit-déjeuner et biscuits	Biscuit sec (génoise) nappage aux fruits, type barquette
24051	céréales de petit-déjeuner et biscuits	Biscuit sec chocolaté, type barquette
7412	céréales de petit-déjeuner et biscuits	Tartine craquante, extrudée et grillée, fourrée au chocolat
7413	céréales de petit-déjeuner et biscuits	Tartine craquante, extrudée et grillée, fourrée aux fruits
13007	fruits	Cassis, cru
13071	fruits	Mûre noire (du mûrier), crue
11015	épices	Poivre noir, poudre
8703	charcuteries	Boudin noir, rayon frais
8704	charcuteries	Boudin noir, sauté/poêlé
26099	poissons crus	Dorade grise, ou daurade grise, ou griset, crue
26222	poissons cuits	Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four
18154	boissons sans alcool	Thé noir, infusé, non sucré
13150	fruits	Mûre (de ronce), surgelée, crue
13029	fruits	Mûre (de ronce), crue
1021	boisson alcoolisées	Crème de cassis
26109	poissons crus	Dorade rose, ou daurade rose, crue
16744	margarines	Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel
16743	margarines	Matière grasse mélangée (végétale et laitière) à 50-63% MG
16746	margarines	Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel
16745	margarines	Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG
23805	pains et viennoiseries	Blini
40600	viandes crues	Sang, boeuf, cru
12520	fromages	Fromage bleu au lait de vache
26214	poissons crus	Grenadier bleu ou hoki de Nouvelle-Zélande, cru
26194	poissons crus	Lingue bleue ou Lingue, crue
26241	poissons crus	Empereur, filet, sans peau, cru
13132	fruits	Myrtille, surgelée, crue
13028	fruits	Myrtille, crue
26100	poissons crus	Bogue, crue
25013	plats composés	Pot-au-feu
25085	plats composés	Pâtes à la bolognaise (spaghetti, tagliatelles…)
26101	poissons crus	Bonite, crue
18012	boissons sans alcool	Boisson à l'eau minérale ou de source, aromatisée, sucrée
18028	boissons sans alcool	Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant
18030	boissons sans alcool	Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants
40007	viandes cuites	Cervelle, veau, cuite
40006	viandes crues	Cervelle, veau, crue
40003	viandes cuites	Cervelle, agneau, cuite
40002	viandes crues	Cervelle, agneau, crue
40004	viandes cuites	Cervelle, porc, braisée
40005	viandes crues	Cervelle, porc, crue
28905	charcuteries	Jambon à l'os braisé
7115	pains et viennoiseries	Pain au son
15008	fruits à coque et graines oléagineuses	Noix du Brésil
7002	pains et viennoiseries	Pain, baguette ou boule, au levain
7255	pains et viennoiseries	Pain, baguette ou boule, aux céréales et graines, artisanal
7001	pains et viennoiseries	Pain, baguette, courante
7007	pains et viennoiseries	Pain, baguette, de tradition française
7012	pains et viennoiseries	Pain courant français, 400g ou boule
7160	pains et viennoiseries	Pain, baguette, sans sel
7130	pains et viennoiseries	Pain, sans gluten
7260	pains et viennoiseries	Pain blanc maison (avec farine pour machine à pain)
7110	pains et viennoiseries	Pain complet ou intégral (à la farine T150)
54500	pommes de terre et autres tubercules	Fruit à pain, cru
24041	céréales de petit-déjeuner et biscuits	Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux
24034	céréales de petit-déjeuner et biscuits	Biscuit sec pour petit déjeuner
24035	céréales de petit-déjeuner et biscuits	Biscuit sec pour petit déjeuner, allégé en sucres
24040	céréales de petit-déjeuner et biscuits	Biscuit sec pour petit déjeuner, au chocolat
32115	céréales de petit-déjeuner et biscuits	Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux
32011	céréales de petit-déjeuner et biscuits	Pétales de blé chocolatés (non enrichis en vitamines et minéraux)
32009	céréales de petit-déjeuner et biscuits	Pétales de blé chocolatés, enrichis en vitamines et minéraux
32014	céréales de petit-déjeuner et biscuits	Pétales de maïs natures (non enrichis en vitamines et minéraux)
32005	céréales de petit-déjeuner et biscuits	Pétales de maïs natures, enrichis en vitamines et minéraux
32107	céréales de petit-déjeuner et biscuits	Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)
32121	céréales de petit-déjeuner et biscuits	Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux
32021	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux"
32030	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)"
32022	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux"
32028	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)"
32025	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux"
32023	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux"
32029	céréales de petit-déjeuner et biscuits	"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)"
32018	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux
32016	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux
32017	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes
32135	céréales de petit-déjeuner et biscuits	Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux
32000	céréales de petit-déjeuner et biscuits	Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux
32134	céréales de petit-déjeuner et biscuits	Céréales complètes soufflées, enrichies en vitamines et minéraux
32129	céréales de petit-déjeuner et biscuits	Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux)
32133	céréales de petit-déjeuner et biscuits	Boules de maïs soufflées au miel, enrichies en vitamines et minéraux
32008	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux
32002	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux
32116	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux
32123	céréales de petit-déjeuner et biscuits	Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux
32013	céréales de petit-déjeuner et biscuits	Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)
32001	céréales de petit-déjeuner et biscuits	Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux
7025	pains et viennoiseries	Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)
28503	charcuteries	Bresaola
12527	fromages	Fromage bleu de Bresse
12528	fromages	Fromage bleu de Bresse allegé environ 15% MG
8214	charcuteries	Pâté breton
23121	gâteaux et pâtisseries	Far aux pruneaux
12020	fromages	Brie, sans précision
12021	fromages	Brie de Meaux
12022	fromages	Brie de Melun
7225	pains et viennoiseries	Pain brioché ou viennois
7210	pains et viennoiseries	Pain de mie brioché, préemballé
7735	pains et viennoiseries	Brioche aux pépites de chocolat
7737	pains et viennoiseries	Brioche fourrée au chocolat
7739	pains et viennoiseries	"Brioche fourrée crème pâtissière (type ""chinois""), préemballée"
7738	pains et viennoiseries	Brioche fourrée aux fruits
7742	pains et viennoiseries	Brioche, de boulangerie traditionnelle
7740	pains et viennoiseries	Brioche, préemballée
7741	pains et viennoiseries	Brioche, sans précision
7745	pains et viennoiseries	Brioche pur beurre
20500	légumineuses	Fève, cuite
20518	légumineuses	Fève, sèche
20536	légumineuses	Fève, fraîche, surgelée
20543	légumineuses	Fève, surgelée, cuite à l'eau
20541	légumineuses	Fève, pelée, surgelée, crue
20517	légumineuses	Fève à écosser, fraîche
20542	légumineuses	Fève, pelée, surgelée, cuite à l'eau
20006	légumes	Brocoli, cuit
20205	légumes	Brocoli, surgelé, cuit
20204	légumes	Brocoli, surgelé, cru
20259	légumes	Brocoli, purée
20057	légumes	Brocoli, cru
25930	soupes	Bouillon de boeuf, déshydraté reconstitué
11001	aides culinaires	Bouillon de boeuf, déshydraté
25971	aides culinaires	Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté
25909	soupes	Bouillon de viande et légumes type pot-au-feu, prêt à consommer
25918	aides culinaires	Bouillon de viande et légumes type pot-au-feu, déshydraté
25970	aides culinaires	Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté
25947	soupes	Bouillon de volaille, déshydraté reconstitué
11174	aides culinaires	Bouillon de volaille, déshydraté
25948	soupes	Bouillon de légumes, déshydraté reconstitué
7010	pains et viennoiseries	Pain, baguette ou boule, bis (à la farine T80 ou T110) 
27017	poissons crus	Pangasius ou Poisson-chat, cru
26107	poissons crus	Corb, cru
23032	gâteaux et pâtisseries	Brownie au chocolat
20077	légumes	Chou de Bruxelles, appertisé, égoutté
20013	légumes	Chou de Bruxelles, cuit
20207	légumes	Chou de Bruxelles, surgelé, cuit
20206	légumes	Chou de Bruxelles, surgelé, cru
20058	légumes	Chou de Bruxelles, cru
23801	gâteaux et pâtisseries	Galette de sarrasin, nature, préemballée
9540	farines et pâtes à tarte	Farine de sarrasin
9380	pâtes, riz et céréales	Sarrasin entier, cru
11196	sauces	Sauce burger, préemballée
6260	autres produits à base de viande	Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru
25033	plats composés	Boeuf bourguignon
11120	sauces	Sauce bourguignonne, préemballée
25459	pizzas, tartes et crêpes salées	Burritos
20063	légumes	Haricot beurre, appertisé, égoutté
20203	légumes	Haricot beurre, surgelé, cru
20195	légumes	Haricot beurre, cru
24015	céréales de petit-déjeuner et biscuits	Biscuit sec petit beurre
24017	céréales de petit-déjeuner et biscuits	Biscuit sec petit beurre au chocolat
16401	beurres	Huile de beurre ou Beurre concentré
16411	beurres	Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel
16410	beurres	Beurre à 60-62% MG, à teneur réduite en matière grasse, doux
16402	beurres	Beurre à 80% MG, demi-sel
16403	beurres	Beurre à 80% MG, salé
16404	beurres	Beurre à 82% MG, doux, tendre
16400	beurres	Beurre à 82% MG, doux
16415	beurres	Beurre à 39-41% MG, léger, doux
23122	gâteaux et pâtisseries	Kouign Amann
8602	plats composés	Tripes à la mode de Caen, préemballées
8601	plats composés	Tripes à la mode de Caen
25628	salades composées et crudités	"	Salade César au poulet (salade verte, fromage, croûtos, sauce)"
6580	viandes crues	Veau, pied, cru
6582	viandes cuites	Veau, tête, bouillie/cuite à l'eau
12006	fromages	Camembert au lait cru
12001	fromages	Camembert, sans précision
25523	sandwichs	Toasts ou Canapés salés, garnitures diverses
31003	confiseries non chocolatées	Bonbons, tout type
31050	confiseries non chocolatées	Guimauve ou marshmallow
31067	sucres, miels et assimilés	Mélasse de canne
23022	gâteaux et pâtisseries	Canelé
12722	fromages	Cantal entre-deux
12723	fromages	Cantal, Salers ou Laguiole
25088	plats composés	Riz cantonais
26108	poissons crus	Capelan, cru
36050	viandes crues	Chapon, viande et peau, cru
36051	viandes cuites	Chapon, viande et peau, rôti/cuit au four
13054	fruits	Carambole, pulpe, crue
39213	produits laitiers frais et assimilés	Crème brûlée, rayon frais
11064	épices	Carvi, graine
25135	plats composés	Pâtes à la carbonara (spaghetti, tagliatelles…)
11128	sauces	Sauce carbonara, préemballée
11075	épices	Cardamome, poudre
20241	légumes	Cardon, cuit
20054	légumes	Cardon, cru
25433	produits à base de poissons et produits de la mer	Accra de poisson
27003	poissons crus	Carpe, crue, élevage
27004	poissons cuits	Carpe, rôtie/cuite au four
20996	algues	Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté
12025	fromages	Carré de l'Est
20007	légumes	Carotte, appertisée, égouttée
20008	légumes	Carotte, cuite
20209	légumes	Carotte, surgelée, cuite
20208	légumes	Carotte, surgelée, crue
20009	légumes	Carotte, crue
20261	légumes	Carotte, purée
15019	fruits à coque et graines oléagineuses	Noix de cajou, grillée, salée
54034	pommes de terre et autres tubercules	Manioc, racine cuite
54031	pommes de terre et autres tubercules	Manioc, racine crue
25101	plats composés	Gratin de chou-fleur
20017	légumes	Chou-fleur, cuit
20122	légumes	Chou-fleur, surgelé, cuit
20082	légumes	Chou-fleur, surgelé, cru
20016	légumes	Chou-fleur, cru
12523	fromages	Fromage bleu des Causses
11088	épices	Poivre de Cayenne ou piment de Cayenne
25600	salades composées et crudités	Céleri rémoulade, préemballé
20025	légumes	Céleri-rave, cuit
20278	légumes	Céleri-rave, purée
20055	légumes	Céleri-rave, cru
11044	sels	Sel au céleri
20078	légumes	Céleri branche, appertisé, égoutté
20024	légumes	Céleri branche, cuit
20023	légumes	Céleri branche, cru
31113	céréales de petit-déjeuner et biscuits	Barre céréalière aux fruits
31114	céréales de petit-déjeuner et biscuits	Barre céréalière aux amandes ou noisettes
31102	céréales de petit-déjeuner et biscuits	"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux"
31101	céréales de petit-déjeuner et biscuits	"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux"
12830	fromages	Chabichou (fromage de chèvre)
1019	boisson alcoolisées	Kir royal (au champagne)
5207	boisson alcoolisées	Champagne
12028	fromages	Chaource
12726	fromages	Cheddar
25546	plats composés	Fromage pané au jambon
25401	feuilletées et autres entrées	Feuilleté ou Friand au fromage
11189	sauces	Sauce au fromage pour risotto ou pâtes, préemballée
25020	plats composés	Soufflé au fromage
25444	pizzas, tartes et crêpes salées	Tarte au fromage
12813	fromages	Fromage de chèvre bûche, allégé en matière grasse
12812	fromages	Fromage de chèvre bûche
12815	fromages	Fromage de chèvre sec
12800	fromages	Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)
12804	fromages	Fromage de chèvre frais, au lait cru (type palet ou crottin frais)
12805	fromages	Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)
12802	fromages	Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)
12801	fromages	Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)
12803	fromages	Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)
12810	fromages	Fromage de chèvre demi-sec
25415	sandwichs	Double cheeseburger, provenant de fast food
25414	sandwichs	Cheeseburger, provenant de fast food
19689	produits laitiers frais et assimilés	Cheesecake ou Gâteau au fromage frais, rayon frais
13008	fruits	Cerise, dénoyautée, crue
11002	herbes	Cerfeuil, frais
15013	fruits à coque et graines oléagineuses	Crème de marrons
15016	fruits à coque et graines oléagineuses	Crème de marrons vanillée, appertisée
9570	fruits à coque et graines oléagineuses	Farine de châtaigne
19852	produits laitiers frais et assimilés	Mousse à la crème de marrons, rayon frais
15020	fruits à coque et graines oléagineuses	Châtaigne, bouillie/cuite à l'eau
15039	fruits à coque et graines oléagineuses	Châtaigne ou Marron, appertisé
15021	fruits à coque et graines oléagineuses	Châtaigne, grillée
15024	fruits à coque et graines oléagineuses	Châtaigne, crue
12846	fromages	Chevrot (fromage de chèvre)
31007	confiseries non chocolatées	Chewing-gum, sucré
31054	confiseries non chocolatées	Chewing-gum, sans sucre
