alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_eng,alim_ssgrp_nom_eng,alim_ssssgrp_nom_eng,alim_code,alim_nom_eng,alim_nom_sci,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
27,2700,000000,meat,meat,,O029,"Beef, tongue",-,731,174.7,-,-,70.97,15.63,15.63,-,12.57,-,-,-,-,-,-,-,-,-,-,0.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2283,9.49,-,0.13,2.17,-,22.82,0.04,220,260,15.16,89.88,3.31,-,-,-,0.11,-,-,-,0.05,0.13,2.93,0.72,0.19,10.81,-
27,2700,000000,meat,meat,,O030,"Beef, lungs",-,351,83.89,-,-,80.83,15.66,15.66,-,2.28,-,-,-,-,-,-,-,-,-,-,1.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2769,9.31,-,0.2,6.85,-,11.6,0.07,172,216,16.69,109,1.52,-,-,-,0.11,-,-,-,0.09,0.12,3.13,0.85,0.23,6.98,-
27,2700,000000,meat,meat,,O031,"Beef, heart",-,433,103.5,-,-,77.77,17.68,17.68,-,3.57,-,-,-,-,-,-,-,-,-,-,0.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1791,6.16,-,0.37,3.62,-,15.66,0.03,181,258,20.66,70.52,1.5,-,-,-,0.1,-,-,-,0.24,0.3,5.38,1.55,0.25,8.5,-
27,2700,000000,meat,meat,,O032,"Beef, liver",-,499,119.3,-,-,74.15,20.73,20.73,-,3.96,-,-,-,-,-,-,-,-,-,-,1.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1274,5.46,-,1.23,14.82,-,18.57,0.25,332,289,20.2,50.14,4.36,-,-,-,0.6,-,-,-,0.17,0.34,14.01,9.32,0.3,1744,-
27,2700,000000,meat,meat,,O033,"Beef, tripe",-,316,75.53,-,-,83.74,13.1,13.1,-,2.51,-,-,-,-,-,-,-,-,-,-,0.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1041,15.3,-,0.04,0.84,-,9.33,0.03,60.17,143,10.18,41,2.02,-,-,-,0.41,-,-,-,0.03,0.08,1.31,1.09,0.23,1.45,-
27,2700,000000,meat,meat,,O034,"Beef, spleen",-,378,90.34,-,-,79.03,17.42,17.42,-,2.22,-,-,-,-,-,-,-,-,-,-,1.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1497,9.4,-,0.09,31.68,-,15.8,0.03,252,348,37.55,58.94,2.01,-,-,-,0.1,-,-,-,0.31,0.25,7.45,7.3,0.26,3.4,-
27,2700,000000,meat,meat,,O035,"Beef, kidneys",-,439,104.9,-,-,77.59,17.09,17.09,-,4.01,-,-,-,-,-,-,-,-,-,-,1.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4064,15.31,-,0.21,4.71,-,14.7,0.05,180,184,135,160,1.4,-,-,-,0.08,-,-,-,0.26,0.27,6.52,2.05,0.22,53.68,-
27,2700,000000,meat,meat,,O036,"Calf, shoulder",-,633,151.3,-,-,70.49,20.98,20.98,-,7.47,-,-,-,-,-,-,-,-,-,-,0.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1956,8.39,-,0.05,1.31,-,22.71,0.01,197,369,12.34,77,3.31,-,-,-,0.3,-,-,-,0.1,0.2,6.11,0.98,0.5,9.25,-
27,2700,000000,meat,meat,,O037,"Calf, chops",-,524,125.2,-,-,72.66,22.47,22.47,-,3.85,-,-,-,-,-,-,-,-,-,-,0.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1649,9.27,-,0.07,1.2,-,20.77,-,195,366,12.53,64.94,3.29,-,-,-,0.3,-,-,-,0.07,0.17,5.11,0.94,0.37,2.13,-
27,2700,000000,meat,meat,,O038,"Calf, round",-,615,147,-,-,71.13,21.1,21.1,-,6.92,-,-,-,-,-,-,-,-,-,-,0.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1703,10.03,-,0.08,2.4,-,22.28,0.01,185,356,13.32,67.04,2.64,-,-,-,0.2,-,-,-,0.03,0.17,5.97,0.87,0.41,7.81,-
27,2700,000000,meat,meat,,O039,"Calf, brain",-,448,107.1,-,-,81.19,9.84,9.84,-,7.6,-,-,-,-,-,-,-,-,-,-,1.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2921,10.53,-,0.24,1.44,-,14.29,0.03,296,306,15.48,115,1.11,-,-,-,0.1,-,-,-,0.07,0.19,3.19,1.61,0.3,1.5,-
27,2700,000000,meat,meat,,O040,"Calf, tongue",-,737,176.1,-,-,69.44,17.78,17.78,-,11.76,-,-,-,-,-,-,-,-,-,-,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2328,9.08,-,0.14,2.63,-,15.38,0.03,178,238,10.57,91.64,2.67,-,-,-,0.1,-,-,-,0.11,0.22,4.31,0.79,0.17,5.2,-
27,2700,000000,meat,meat,,O041,"Calf, heart",-,459,109.7,-,-,73.44,18.84,18.84,-,3.75,-,-,-,-,-,-,-,-,-,-,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1473,6.48,-,0.28,4.66,-,18.21,0.04,185,224,11.86,58,1.63,-,-,-,0.1,-,-,-,0.26,0.29,5.3,2.29,0.41,9.41,-
27,2700,000000,meat,meat,,O042,"Calf, liver",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1397,5.19,-,1.04,16.26,-,19.16,0.19,358,307,19.94,54.99,3.8,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-
27,2700,000000,meat,meat,,O043,"Calf, spleen",-,379,90.58,-,-,78.65,17.71,17.71,-,2.12,-,-,-,-,-,-,-,-,-,-,1.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1724,10.56,-,0.19,25.42,-,18.95,0.04,274,372,41.33,67.87,2.02,-,-,-,0.1,-,-,-,0.09,0.28,7.61,6.83,0.44,3.58,-
27,2700,000000,meat,meat,,O044,"Calf, kidneys",-,387,92.5,-,-,80.23,15.16,15.16,-,3.5,-,-,-,-,-,-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.442,12.63,-,0.21,4.92,-,17.35,0.06,204,206,91.31,174,1.58,-,-,-,0.1,-,-,-,0.32,0.35,4.16,2.49,0.3,33.48,-
27,2700,000000,meat,meat,,O045,"Mithun, shoulder",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08367,4.27,-,0.08,2.05,-,18.86,0.01,199,307,28.28,32.94,6.11,-,-,-,0.3,-,-,-,0.04,0.06,6.29,1.31,0.37,1.86,-
27,2700,000000,meat,meat,,O046,"Mithun, chops",-,536,128.1,-,-,73.81,18.19,18.19,-,6.12,-,-,-,-,-,-,-,-,-,-,0.79,-,-,-,-,-,-,-,-,-,-,0.06547,0.859,1.748,-,1.095,0.16,-,-,-,-,0.1071,4.88,-,0.09,2.25,-,18.2,0.02,178,222,14.58,42.17,6.08,-,-,-,0.2,-,-,-,0.2,0.18,4.76,1.62,0.34,1.9,-
27,2700,000000,meat,meat,,O047,"Mithun, round",-,485,115.9,-,-,72.25,19.61,19.61,-,4.1,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,0.04128,0.491,0.817,-,1.056,0.186,-,-,-,-,0.07219,-,-,-,-,-,22.23,0.01,190,338,14.81,28.42,3.47,-,-,-,0.3,-,-,-,0.02,0.05,5.3,1.36,0.29,1.86,-
27,2700,000000,meat,meat,,O048,"Pork, shoulder",-,993,237.3,-,-,62.92,17.41,17.41,-,18.83,-,-,-,-,-,-,-,-,-,-,0.75,-,-,-,-,-,-,-,-,-,-,0.259,4.438,2.151,-,1.839,0.17,-,-,-,-,0.1384,-,-,-,-,-,15.01,0.02,157,234,13.26,54.47,2.08,-,-,-,0.3,-,-,-,0.18,0.1,4.22,0.86,0.41,6.7,-
27,2700,000000,meat,meat,,O049,"Pork, chops",-,748,178.8,-,-,68.4,19.41,19.41,-,11.3,-,-,-,-,-,-,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-,0.157,3.08,1.531,-,0.521,0.112,-,-,-,-,0.111,8.12,-,0.22,1,-,11.62,0.03,143,243,15.06,43.7,1.34,-,-,-,0.11,-,-,-,0.3,0.11,4.49,0.72,0.36,7.74,-
27,2700,000000,meat,meat,,O050,"Pork, ham",-,1006,240.4,-,-,61.94,18.83,18.83,-,18.55,-,-,-,-,-,-,-,-,-,-,0.62,-,-,-,-,-,-,-,-,-,-,0.269,4.51,2.101,-,1.598,0.163,-,-,-,-,0.1027,7.4,-,0.2,1.27,-,17.05,0.01,140,239,13.21,40.44,1.76,-,-,-,0.2,-,-,-,0.24,0.1,4.59,0.79,0.25,1.51,-
27,2700,000000,meat,meat,,O051,"Pork, lungs",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03448,0.776,0.431,-,0.326,0.02191,-,-,-,-,0.156,10.3,-,0.21,6.76,-,9.82,0.03,161,200,17.75,61.41,1.18,-,-,-,0.11,-,-,-,0.08,0.14,3.11,1.79,0.19,6.36,-
27,2700,000000,meat,meat,,O052,"Pork, heart",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04789,0.858,0.66,-,0.725,0.03838,-,-,-,-,0.1791,4.74,-,0.32,3.97,-,18.23,0.03,187,268,20.75,70.52,1.6,-,-,-,0.1,-,-,-,0.28,0.3,5.13,1.49,0.3,4.73,-
27,2700,000000,meat,meat,,O053,"Pork, liver",-,484,115.7,-,-,74.88,19.89,19.89,-,3.94,-,-,-,-,-,-,-,-,-,-,1.18,-,-,-,-,-,-,-,-,-,-,0.01529,0.549,0.753,-,0.494,0.02657,-,-,-,-,0.1648,5.52,-,0.66,20.74,-,16.59,0.17,310,279,33.49,64.89,4.19,-,-,-,0.85,-,-,-,0.16,0.31,13.76,7.93,0.37,954,-
27,2700,000000,meat,meat,,O054,"Pork, stomach",-,550,131.5,-,-,76.51,15.36,15.36,-,7.81,-,-,-,-,-,-,-,-,-,-,0.23,-,-,-,-,-,-,-,-,-,-,0.102,1.864,1.342,-,0.841,0.09461,-,-,-,-,0.2769,11.75,-,0.74,1.92,-,23.32,0.02,125,200,31.64,109,2.34,-,-,-,0.3,-,-,-,0.1,0.06,1.9,3.1,0.19,6.87,-
27,2700,000000,meat,meat,,O055,"Pork, spleen",-,357,85.33,-,-,80.93,15.13,15.13,-,2.71,-,-,-,-,-,-,-,-,-,-,1.13,-,-,-,-,-,-,-,-,-,-,0.02799,0.691,0.52,-,0.237,0.02379,-,-,-,-,0.1248,6.98,-,0.11,27.21,-,16.08,0.03,230,325,37.25,49.14,2.09,-,-,-,0.17,-,-,-,0.13,0.27,7.8,4.87,0.22,5.92,-
27,2700,000000,meat,meat,,O056,"Pork, kidneys",-,379,90.58,-,-,80.92,14.35,14.35,-,3.65,-,-,-,-,-,-,-,-,-,-,0.97,-,-,-,-,-,-,-,-,-,-,0.02958,0.672,0.461,-,0.474,0.02628,-,-,-,-,0.3505,6.71,-,0.53,6.26,-,15.56,0.1,201,198,206,138,1.9,-,-,-,0.19,-,-,-,0.24,0.37,6.46,2.52,0.16,59.61,-
27,2700,000000,meat,meat,,O057,"Pork, tube",-,587,140.3,-,-,75.42,14.96,14.96,-,8.98,-,-,-,-,-,-,-,-,-,-,0.55,-,-,-,-,-,-,-,-,-,-,0.126,2.318,1.639,-,0.638,0.0859,-,-,-,-,0.1528,16.05,-,0.11,2.83,-,9.78,0.05,124,140,26.44,60.17,1.36,-,-,-,0.2,-,-,-,0.08,0.1,0.9,3.02,0.19,7.84,-
27,2700,000000,meat,meat,,O058,"Hare, shoulder",-,603,144.1,-,-,71.06,21.13,21.13,-,6.58,-,-,-,-,-,-,-,-,-,-,1.17,-,-,-,-,-,-,-,-,-,-,0.183,2.202,0.313,-,1.261,0.267,-,-,-,-,0.1398,57.51,-,0.43,2.98,-,28,0.04,260,303,16.38,55.03,2.72,-,-,-,1.46,-,-,-,0.07,0.27,5.04,0.7,0.28,2.2,-
27,2700,000000,meat,meat,,O059,"Hare, chops",-,445,106.4,-,-,75.47,20.62,20.62,-,2.55,-,-,-,-,-,-,-,-,-,-,1.27,-,-,-,-,-,-,-,-,-,-,0.08096,0.827,0.121,-,0.496,0.105,-,-,-,-,0.1235,38.36,-,0.19,2.78,-,31,0.03,295,340,30.25,48.61,1.45,-,-,-,-,-,-,-,0.07,0.28,4.85,0.61,0.22,3.85,-
27,2700,000000,meat,meat,,O060,"Hare, leg",-,503,120.2,-,-,73,20.52,20.52,-,4.16,-,-,-,-,-,-,-,-,-,-,1.26,-,-,-,-,-,-,-,-,-,-,0.05934,0.754,0.097,-,0.407,0.05778,-,-,-,-,0.1079,53.02,-,0.25,2.46,-,32,0.02,275,370,21.01,42.48,1.62,-,-,-,1.44,-,-,-,0.08,0.22,5.63,0.64,0.24,1.95,-
27,2700,000000,meat,meat,,O061,"Rabbit, shoulder",-,635,151.8,-,-,70.75,20.01,20.01,-,7.96,-,-,-,-,-,-,-,-,-,-,1.19,-,-,-,-,-,-,-,-,-,-,0.282,2.634,0.227,-,1.242,0.365,-,-,-,-,0.1559,46.37,-,0.64,1.74,-,32,0.03,238,361,14.83,61.38,2.34,-,-,-,1.22,-,-,-,0.03,0.14,4.38,0.69,0.3,1.8,-
27,2700,000000,meat,meat,,O062,"Rabbit, chops",-,565,135,-,-,71.03,22.61,22.61,-,4.88,-,-,-,-,-,-,-,-,-,-,1.35,-,-,-,-,-,-,-,-,-,-,0.18,1.606,0.121,-,0.737,0.252,-,-,-,-,0.1215,25.48,-,0.08,2.42,-,33,0.03,245,374,30.22,47.84,1.3,-,-,-,0.83,-,-,-,0.02,0.08,7.54,0.73,0.24,2.1,-
27,2700,000000,meat,meat,,O063,"Rabbit, leg",-,584,139.6,-,-,70.33,21.31,21.31,-,5.99,-,-,-,-,-,-,-,-,-,-,1.26,-,-,-,-,-,-,-,-,-,-,0.163,1.295,0.117,-,0.609,0.184,-,-,-,-,0.1169,22.31,-,0.18,1.21,-,21,0.03,245,389,24.31,46.03,1.23,-,-,-,0.72,-,-,-,0.03,0.1,5.02,0.7,0.26,1.8,-
28,2800,000000,fish and seafood,marine fish,,P001,Allathi,Elops machnata,406,97.04,-,-,75.91,21.77,21.77,-,0.98,-,-,-,-,-,-,-,-,-,-,1.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08301,13.78,-,0.03,0.62,-,29.08,0.01,215,286,12.55,32.68,0.3,-,-,-,1.02,-,-,-,0.08,0.04,3.67,0.72,0.19,12.3,-
28,2800,000000,fish and seafood,marine fish,,P002,"Aluva [Place of collection: Chennai] [Place of collection: Vizag, Goa and Mumbai] P03. Anchovy",Parastromateus niger,434,103.7,-,-,75.71,21.63,21.63,-,1.8,-,-,-,-,-,-,-,-,-,-,1.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1139,11.32,-,0.04,0.42,-,34.38,0.01,245,470,35.15,44.86,0.38,-,-,-,1,-,-,-,0.05,0.02,2.35,0.74,0.16,11.32,-
28,2800,000000,fish and seafood,marine fish,,P003,Anchovy,Stolephorus indicus,367,87.72,-,-,77.77,19.88,19.88,-,0.78,-,-,-,-,-,-,-,-,-,-,1.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5385,36.6,-,0.04,0.54,-,53,0.07,246,270,56.22,212,0.65,-,-,-,0.73,-,-,-,0.03,0.04,0.91,1.21,0.06,11.7,-
28,2800,000000,fish and seafood,marine fish,,P004,Ari fish [Place of collection: Chennai and Kochi] [Place of collection: Kochi],-,415,99.19,-,-,77.09,22.01,22.01,-,1.11,-,-,-,-,-,-,-,-,-,-,1.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09487,4.36,-,0.02,0.47,-,30.27,0.01,265,447,53.21,37.35,0.31,-,-,-,0.1,-,-,-,0.06,0.03,3.65,0.23,0.22,6.02,-
28,2800,000000,fish and seafood,marine fish,,P005,Betki,Lates calcarifer,284,67.88,-,-,82.52,15.28,15.28,-,0.29,-,-,-,-,-,-,-,-,-,-,1.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1617,8.84,-,0.79,0.31,-,24.16,0.01,188,355,35.75,63.68,0.36,-,-,-,0.38,-,-,-,0.01,0.04,1.54,0.4,0.09,20.79,-
28,2800,000000,fish and seafood,marine fish,,P006,Black snapper [Place of collection: Kolkata] [Place of collection: Kolkata] 481 Food Picture and Description,Macolor niger,377,90.11,-,-,78.09,19.5,19.5,-,1.24,-,-,-,-,-,-,-,-,-,-,1.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1047,9.91,-,0.02,0.56,-,26.72,0.01,195,341,14.4,41.23,0.4,-,-,-,0.51,-,-,-,-,0.02,2.89,0.54,0.11,17.72,-
28,2800,000000,fish and seafood,marine fish,,P007,Bombay duck,Harpadon nehereus,287,68.59,-,-,83.24,13.53,13.53,-,1.03,-,-,-,-,-,-,-,-,-,-,1.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5664,159,-,0.03,0.81,-,24.27,0.05,185,188,25.45,223,0.42,-,-,-,0.75,-,-,-,0.03,0.02,0.64,1.48,0.1,27.84,-
28,2800,000000,fish and seafood,marine fish,,P008,"Bommuralu [Place of collection: Mumbai and Kolkata] [Place of collection: Chennai, Goa and Vizag] P09. Cat fish",Muraenesox cinerius,485,115.9,-,-,76.42,22.3,22.3,-,2.87,-,-,-,-,-,-,-,-,-,-,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1571,47.33,-,0.14,0.43,-,27.13,0.03,207,349,18.01,61.87,0.67,-,-,-,0.54,-,-,-,0.05,0.02,1.34,0.64,0.07,10.04,-
28,2800,000000,fish and seafood,marine fish,,P009,Cat fish,Tachysurus thalassinus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09098,5.54,-,0.03,0.72,-,25.69,0.01,252,429,42.33,35.82,0.58,-,-,-,0.38,-,-,-,0.05,0.05,1.38,1.24,-,11.36,-
28,2800,000000,fish and seafood,marine fish,,P010,"Chakla [Place of collection: Chennai] [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]",Rachycentron canadum,406,97.04,-,-,78.36,20.21,20.21,-,1.68,-,-,-,-,-,-,-,-,-,-,1.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1306,6.55,-,0.38,0.41,-,24.71,0.01,219,343,58.99,51.41,0.57,-,-,-,0.72,-,-,-,0.06,0.04,2.37,0.67,0.1,5.72,-
28,2800,000000,fish and seafood,marine fish,,P011,Chappal,-,317,75.76,-,-,80.61,17.17,17.17,-,0.67,-,-,-,-,-,-,-,-,-,-,1.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09682,10.22,-,0.43,1.29,-,25.85,0.01,203,306,52.37,38.12,0.67,-,-,-,1.09,-,-,-,0.06,0.02,3.95,0.18,0.18,7.76,-
28,2800,000000,fish and seafood,marine fish,,P012,Chelu [Place of collection: Goa] [Place of collection: Vizag and Chennai] Food Picture and Description 482,Elagatis bipinnulata,366,87.48,-,-,76.36,20.02,20.02,-,0.7,-,-,-,-,-,-,-,-,-,-,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0955,8.17,-,0.13,0.67,-,31.68,0.02,252,406,18.43,37.6,0.41,-,-,-,0.41,-,-,-,0.06,0.02,2.19,1.07,0.16,6.77,-
28,2800,000000,fish and seafood,marine fish,,P013,Chembali,Lutjanus quinquelineatus,406,97.04,-,-,77.54,20.06,20.06,-,1.77,-,-,-,-,-,-,-,-,-,-,0.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09901,23.72,-,0.03,0.31,-,30.55,0.02,211,323,15.65,38.98,0.32,-,-,-,1.2,-,-,-,0.03,0.06,1.8,0.27,0.15,12.21,-
28,2800,000000,fish and seafood,marine fish,,P014,Eri meen [Place of collection: Kochi] [Place of collection: Kochi],Pristipomoides filamentosus,454,108.5,-,-,76.54,22.3,22.3,-,2.02,-,-,-,-,-,-,-,-,-,-,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1046,12.45,-,0.02,0.46,-,30.99,0.01,243,402,14.36,41.19,0.31,-,-,-,0.1,-,-,-,0.04,0.03,2.88,0.57,0.19,5.79,-
28,2800,000000,fish and seafood,marine fish,,P015,Gobro,Epinephelus diacanthus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1338,24.18,-,0.1,0.36,-,28.23,0.01,170,316,70.58,52.68,0.37,-,-,-,0.89,-,-,-,0.07,0.02,1.27,0.24,0.04,3.02,-
28,2800,000000,fish and seafood,marine fish,,P016,Guitar fish [Place of collection: Mumbai and Goa] [Place of collection: Chennai],Rhinobatus prahli,400,95.6,-,-,75.73,22.56,22.56,-,0.44,-,-,-,-,-,-,-,-,-,-,1.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1799,17.32,-,0.03,0.44,-,27.45,0.01,230,342,34.66,70.81,0.35,-,-,-,0.34,-,-,-,0.03,0.02,2.01,0.15,0.14,15.32,-
28,2800,000000,fish and seafood,marine fish,,P017,Hilsa,Tenualosa ilisha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2054,19.82,-,0.15,1.19,-,30.62,0.08,278,341,37.62,80.88,0.64,-,-,-,1.35,-,-,-,0.01,0.04,2.85,2.33,0.12,28.75,-
28,2800,000000,fish and seafood,marine fish,,P018,Jallal [Place of collection: Kochi] [Place of collection: Vizag] 483 Food Picture and Description,-,420,100.4,-,-,77.5,21.55,21.55,-,1.46,-,-,-,-,-,-,-,-,-,-,1.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1888,14.73,-,0.03,0.46,-,29.12,0.01,204,368,41.03,74.33,0.83,-,-,-,0.62,-,-,-,0.02,0.02,3.24,0.91,0.09,6.27,-
28,2800,000000,fish and seafood,marine fish,,P019,Jathi vela meen,Lethrinus lentjan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07755,6.65,-,0.02,0.28,-,31.12,0.01,249,467,12.35,30.53,0.35,-,-,-,1.49,-,-,-,0.12,0.02,2.82,0.29,0.07,8.28,-
28,2800,000000,fish and seafood,marine fish,,P020,Kadal bral [Place of collection: Mumbai and Mandapam] [Place of collection: Kochi],Synodus indicus,368,87.95,-,-,79.66,18.72,18.72,-,1.34,-,-,-,-,-,-,-,-,-,-,1.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1363,73.92,-,0.02,0.31,-,29.55,0.02,219,366,52.85,53.66,0.38,-,-,-,0.12,-,-,-,-,-,-,-,-,-,-
28,2800,000000,fish and seafood,marine fish,,P021,Kadali,Nemipterus mesoprion,530,126.7,-,-,73.74,22.07,22.07,-,4.2,-,-,-,-,-,-,-,-,-,-,1.06,-,-,-,-,-,-,-,-,-,-,0.152,0.936,0.469,-,0.07126,-,-,-,-,-,0.09159,8.62,-,0.02,0.38,-,26.23,-,207,390,16.88,36.06,0.35,-,-,-,0.58,-,-,-,0.04,0.01,1.86,0.32,-,13.17,-
28,2800,000000,fish and seafood,marine fish,,P022,Kalamaara [Place of collection: Chennai] [Place of collection: Goa and Vizag],Leptomelanosoma indicum,523,125,-,-,75.5,20.89,20.89,-,4.54,-,-,-,-,-,-,-,-,-,-,1.08,-,-,-,-,-,-,-,-,-,-,0.403,1.242,0.394,-,0.06264,-,-,-,-,-,0.0745,7.54,-,0.03,0.5,-,34.29,0.01,227,420,57.99,29.33,0.38,-,-,-,0.82,-,-,-,0.06,0.03,2.22,0.65,0.16,6.57,-
28,2800,000000,fish and seafood,marine fish,,P023,Kalava,Epinephelus coioides,374,89.39,-,-,80.02,19.38,19.38,-,1.2,-,-,-,-,-,-,-,-,-,-,1.34,-,-,-,-,-,-,-,-,-,-,0.03786,0.267,0.133,-,0.01188,0.0035,-,-,-,-,0.102,10.66,-,0.72,0.26,-,22.87,0.02,177,279,12.34,40.14,0.82,-,-,-,0.33,-,-,-,0.06,0.05,2.24,0.22,0.13,11.94,-
