code;name;address;lat;lng
CZ 391 ES;POLABSKÉ MLÉKÁRNY a.s.;5. května 2467, 40747 Varnsdorf;50.9176938;14.6074238
CZ 3948 ES;Mlékárna Vlčí Jámy;Vlčí Jámy, 38451 Lenora;50.3987317;12.778797772922555
CZ 3949 ES;Pstruhařství Mlýny;Žár č. p. 25, 38473 Vacov;48.8066803;14.7085094
CZ 3959 ES;Karel STANĚK - ŘEZNICTVÍ - UZENÁŘSTVÍ;V lukách 385, 38701 Volyně;49.5608788;16.4255675
CZ 3962 ES;Govardhan - mlékárna;Dolní Poříčí č. p. 14, 38601 Horní Poříčí;49.2848894;13.7940581
CZ 3964 ES;Jakub Špatný - KOFA;Bílsko u Vodňan, 38773 Bílsko;49.7439047;15.3381061
CZ 3967 ES;Blatenská ryba, spol. s r.o.;Na Příkopech 747, 38801 Blatná;49.422889;13.8811674
CZ 3968 ES;Ivan Švehla, Řeznictví a uzenářství;Nuzín č. p. 23, 38719 Čestice;49.1567084;13.824819
CZ 3972 ES;Ondrej Schmidt;Tyršova 1235, Vodňany II, 38901 Vodňany;49.1532316;14.1756949
CZ 3973 ES;S.V.G., spol.s r.o.;V Lipkách 96, Strakonice II, 38601 Strakonice;49.2556201;13.8927536
CZ 399 ES;Biopark s.r.o.;Lipová č. p. 270, 40781 Lipová;49.9602029;16.1660054
CZ 400 ES;HELIX - LIBEREC spol. s r.o.;Dolní Podluží č. p. 235, 40755 Dolní Podluží;50.8748275;14.5868138
CZ 402 ES;HAMÉ s.r.o.;Cerony 572, 68703 Babice u Uher.Hradiště;49.1188398;17.4716723
CZ 403 ES;Zemědělské družstvo Rosice u Chrasti;Synčany, 53862 Rosice;49.9269735;15.9618761
CZ 415 ES;Řeznictví - uzenářství Francouz, s. r. o.;Morašice, Skupice 8, 53803 Heřmanův Městec;49.92456;15.7218663
CZ 4157 ES;PRIMA DELIKA s.r.o.;Rybáře, Sedlecká 1, 36010 Karlovy Vary 10;50.1289149;14.4525991
CZ 41740006 ES;ALIMPEX FOOD a.s.;Pěkovice č. p. 44, 36461 Teplá;49.7439047;15.3381061
CZ 41740040 ES;AGRO MASTER, s.r.o.;Sokolovská 276, 35601 Staré Sedlo;50.0612963;15.6953999
