 Section 	 Section Descr. FR	No agrément	Dénomination	street_address	city	 Catégorie 	Activité associée 	 Espèce	 Remarques 	Adresse	slugadresse	lat	lng
VI	Produits à base de viande	B103291	SLAGERIJ VAN HOOF NV	Ginderbuiten  193 	2400 Mol	PP	CP		mp	Ginderbuiten  193  ,2400 Mol	Ginderbuiten  193  , 2400 Mol , Belgium	51,1987311	5,1336652
VI	Produits à base de viande	B103306	D'Hoeraene Nathalie	Rue de la Garde,Hondelange  18 	6780 Messancy	PP			mp	Rue de la Garde,Hondelange  18  ,6780 Messancy	Rue de la Garde, Hondelange  18  , 6780 Messancy , Belgium	49,6259377	5,8350626
VI	Produits à base de viande	B103306	Vince & Max Cuisine artisanale	Rue de la Garde,Hondelange  18 	6780 Messancy	PP			mp	Rue de la Garde,Hondelange  18  ,6780 Messancy	Rue de la Garde, Hondelange  18  , 6780 Messancy , Belgium	49,6259377	5,8350626
VI	Produits à base de viande	B103325	SYNTRA MIDDEN VLAANDEREN campus Gent	Autoweg-Zuid  3 	9051 Afsnee	PP	CP, MP		mp	Autoweg-Zuid  3  ,9051 Afsnee	Autoweg-Zuid  3  , 9051 Afsnee , Belgium	51,025839	3,6625585
VI	Produits à base de viande	B103335	Comme Il Food - Flagrants Délices	Avenue Reine Astrid(W-B)  1 	1440 Braine-le-Château	PP			mp	Avenue Reine Astrid(W-B)  1  ,1440 Braine-le-Château	Avenue Reine Astrid  1  , 1440 Braine-le-Château , Belgium	50,6903944	4,3234805
VI	Produits à base de viande	B103335	NCook	Avenue Reine Astrid(W-B)  1 	1440 Braine-le-Château	PP			mp	Avenue Reine Astrid(W-B)  1  ,1440 Braine-le-Château	Avenue Reine Astrid  1  , 1440 Braine-le-Château , Belgium	50,6903944	4,3234805
VI	Produits à base de viande	B103335	Village n°1 ENTREPRISES	Avenue Reine Astrid(W-B)  1 	1440 Wauthier-Braine	PP			mp	Avenue Reine Astrid(W-B)  1  ,1440 Wauthier-Braine	Avenue Reine Astrid  1  , 1440 Wauthier-Braine , Belgium	50,6903944	4,3234805
VI	Produits à base de viande	B103347	Carnivale	Gentseweg(HSD)  309 b C06	9120 Beveren-Waas	PP	CP, CS, MP		mp	Gentseweg(HSD)  309 b C06 ,9120 Beveren-Waas	Gentseweg  309 b C06 , 9120 Beveren-Waas , Belgium	51,196349	4,222135
VI	Produits à base de viande	B103350	TAPA FOODS NV	Nijverheidslaan  1 	9990 Maldegem	PP			mp	Nijverheidslaan  1  ,9990 Maldegem	Nijverheidslaan  1  , 9990 Maldegem , Belgium	51,1955334	3,4769384
VI	Produits à base de viande	B103354	CAMPO	Oostmalsebaan  3 	2960 Brecht	PP	CP, CS, MP		mp	Oostmalsebaan  3  ,2960 Brecht	Oostmalsebaan  3  , 2960 Brecht , Belgium	51,343082	4,6817033
VI	Produits à base de viande	B103376	Dierendonck Butchery	Albert I laan  70 	8630 Veurne	PP	CP, CS, MP		mp	Albert I laan  70  ,8630 Veurne	Albert I laan  70  , 8630 Veurne , Belgium	51,0660988	2,6838621
VI	Produits à base de viande	B103382	Debra-Fresh	Hoogserleistraat  3 	8700 Tielt	PP			mp	Hoogserleistraat  3  ,8700 Tielt	Hoogserleistraat  3  , 8700 Tielt , Belgium	51,0078455	3,3092967
VI	Produits à base de viande	B103400	SLAGERIJ VAN ROOSBROECK Bvba	Bevrijdingslaan  233 	2450 Meerhout	PP	CP, MP		mp	Bevrijdingslaan  233  ,2450 Meerhout	Bevrijdingslaan  233  , 2450 Meerhout , Belgium	51,1211218	5,0538069
VI	Produits à base de viande	B103414	Agape-centrale keuken	Avenue Antoon van Oss  1 b 24	1120 Neder-over-Heembeek (Bru.)	PP			mp	Avenue Antoon van Oss  1 b 24 ,1120 Neder-over-Heembeek (Bru.)	Avenue Antoon van Oss  1 b 24 , 1120 Neder-over-Heembeek  , Belgium	50,9076547	4,4020622
VI	Produits à base de viande	B103414	Belgomeals	Avenue Antoon van Oss  1 b 24	1120 Bruxelles	PP			mp	Avenue Antoon van Oss  1 b 24 ,1120 Bruxelles	Avenue Antoon van Oss  1 b 24 , 1120 Bruxelles , Belgium	50,9076547	4,4020622
VI	Produits à base de viande	B103585	JOMA	Meerkensstraat  57 	3650 Dilsen-Stokkem	PP	CP, MP		mp	Meerkensstraat  57  ,3650 Dilsen-Stokkem	Meerkensstraat  57  , 3650 Dilsen-Stokkem , Belgium	51,0163719	5,6989859
VI	Produits à base de viande	B103634	QUALITY GOURMET CONCEPTS	Reppelsebaan  53 	3294 Diest	PP			mp, pap	Reppelsebaan  53  ,3294 Diest	Reppelsebaan  53  , 3294 Diest , Belgium	51,01	5,0106736
VI	Produits à base de viande	B103659	Vacjum	Zavelstraat(STE)  23 	9190 Stekene	PP			mp	Zavelstraat(STE)  23  ,9190 Stekene	Zavelstraat  23  , 9190 Stekene , Belgium	51,2085503	4,0495705
VI	Produits à base de viande	B103664	Phil'Cuisine	Rue de la Drève  22 a 	6600 Bastogne	PP			mp	Rue de la Drève  22 a  ,6600 Bastogne	Rue de la Drève  22 a  , 6600 Bastogne , Belgium	50,000042	5,689795
VI	Produits à base de viande	B103680	Umamido Atelier	Brixtonlaan  21 b unit9f	1930 Zaventem	PP	FFPP		mp	Brixtonlaan  21 b unit9f ,1930 Zaventem	Brixtonlaan  21 b unit9f , 1930 Zaventem , Belgium	50,8716804	4,5022359
VI	Produits à base de viande	B103690	AU BOULET DORE	Rue César de Paepe  43 	4683 Oupeye	PP	MP		mp	Rue César de Paepe  43  ,4683 Oupeye	Rue César de Paepe  43  , 4683 Oupeye , Belgium	50,6990106	5,6550558
VI	Produits à base de viande	B1037	De Flou Steven	Urselweg  16 b B	9990 Maldegem	PP	CP		mp	Urselweg  16 b B ,9990 Maldegem	Urselweg  16 b B , 9990 Maldegem , Belgium	51,1831935	3,4567632
VI	Produits à base de viande	B103715	Merkez Camlica GmbH	Industriestrasse  31 	4700 Eupen	PP	CP, MP		mp	Industriestrasse  31  ,4700 Eupen	Industriestrasse  31  , 4700 Eupen , Belgium	50,6376974	6,0055908
VI	Produits à base de viande	B103736	Atelier St.-Pierre	Buntstraat  67 	9940 Evergem	PP	CP, MP		mp	Buntstraat  67  ,9940 Evergem	Buntstraat  67  , 9940 Evergem , Belgium	51,0934521	3,6652137
VI	Produits à base de viande	B103737	Umamido Atelier	Brixtonlaan  21 b unit9f	1930 Zaventem	PP	FFPP		mp, pap	Brixtonlaan  21 b unit9f ,1930 Zaventem	Brixtonlaan  21 b unit9f , 1930 Zaventem , Belgium	50,8716804	4,5022359
VI	Produits à base de viande	B103785	FRESHCOOK	Rijselsestraat  27 	8210 Zedelgem	PP			mp	Rijselsestraat  27  ,8210 Zedelgem	Rijselsestraat  27  , 8210 Zedelgem , Belgium	51,1536624	3,1981113
VI	Produits à base de viande	B103890	ILANGA	Rue des Praules, Sauv.  2 	5030 Gembloux	PP			mp	Rue des Praules, Sauv.  2  ,5030 Gembloux	Rue des Praules,  Sauv.  2  , 5030 Gembloux , Belgium	50,5773993	4,7113237
VI	Produits à base de viande	B103906	MOVIN' FRESH	Kampendaal  19 	1653 Beersel	PP			mp	Kampendaal  19  ,1653 Beersel	Kampendaal  19  , 1653 Beersel , Belgium	50,7182737	4,3100216
VI	Produits à base de viande	B103951	KEMPISCH FOODSERVICE	Noordervaart(HRT)  35 	2200 Herentals	PP	CP, MP		mp	Noordervaart(HRT)  35  ,2200 Herentals	Noordervaart  35  , 2200 Herentals , Belgium	51,17651	4,85658
VI	Produits à base de viande	B104009	LA TOQUE BLANCHE	Rue de Petit-Roeulx(OB)  15 	6230 Obaix	PP			mp	Rue de Petit-Roeulx(OB)  15  ,6230 Obaix	Rue de Petit-Roeulx  15  , 6230 Obaix , Belgium	50,539663	4,327298
VI	Produits à base de viande	B104075	ALTONI - KELDERMAN	Sluizenstraat  101 	2900 Schoten	PP			mp	Sluizenstraat  101  ,2900 Schoten	Sluizenstraat  101  , 2900 Schoten , Belgium	51,2461309	4,5049416
VI	Produits à base de viande	B104084	ATELIER DE PRODUCTION	Avenue Joseph-Prévers  29 b Bât 2n3	4020 Liège	PP			mp	Avenue Joseph-Prévers  29 b Bât 2n3 ,4020 Liège	Avenue Joseph-Prévers  29 b Bât 2n3 , 4020 Liège , Belgium	50,6462046	5,6263276
VI	Produits à base de viande	B104141	CHICK’N & COOK	Rue des Filières,Battice  18 	4651 Herve	PP			mp	Rue des Filières,Battice  18  ,4651 Herve	Rue des Filières, Battice  18  , 4651 Herve , Belgium	50,6495178	5,8167947
VI	Produits à base de viande	B104153	LOVENFOSSE	Rue de Merckhof  110 	4880 Aubel	PP	CP, MP		mp	Rue de Merckhof  110  ,4880 Aubel	Rue de Merckhof  110  , 4880 Aubel , Belgium	50,7048431	5,8696603
VI	Produits à base de viande	B104169	TRAICAR	Rijksweg  51 	2870 Puurs	PP			mp	Rijksweg  51  ,2870 Puurs	Rijksweg  51  , 2870 Puurs , Belgium	51,0622303	4,3250758
VI	Produits à base de viande	B104194	GFS	Chaussée d'Alsemberg  93 	1060 Saint-Gilles	PP			mp	Chaussée d'Alsemberg  93  ,1060 Saint-Gilles	Chaussée d Alsemberg  93  , 1060 Saint-Gilles , Belgium	50,8238823	4,3429335
VI	Produits à base de viande	B104213	Omegafirma BVBA - Delisauce	Groenlandstraat  21 	8380 Brugge	PP			mp	Groenlandstraat  21  ,8380 Brugge	Groenlandstraat  21  , 8380 Brugge , Belgium	51,3254512	3,2053823
VI	Produits à base de viande	B1053	WUIDARD Frères	Rue de Chesseroux,Battice  22 	4651 Battice	PP	CP, MP		mp	Rue de Chesseroux,Battice  22  ,4651 Battice	Rue de Chesseroux, Battice  22  , 4651 Battice , Belgium	50,6478214	5,8086085
VI	Produits à base de viande	B1054	STOGEL	Werkstraat  16 	2018 Antwerpen	PP	CS		mp	Werkstraat  16  ,2018 Antwerpen	Werkstraat  16  , 2018 Antwerpen , Belgium	51,2026689	4,4180814
VI	Produits à base de viande	B1055	Vaco’s Kitchen Herselt	Westerlosesteenweg  77 	2230 Herselt	PP	CS		mp	Westerlosesteenweg  77  ,2230 Herselt	Westerlosesteenweg  77  , 2230 Herselt , Belgium	51,0642549	4,8917495
VI	Produits à base de viande	B1056	HOFKIP	Industrielaan  31 	8930 Menen	PP	CP, CS, MP		mp	Industrielaan  31  ,8930 Menen	Industrielaan  31  , 8930 Menen , Belgium	50,7905007	3,1026313
VI	Produits à base de viande	B1058	Cordier Salaisons	Z.A.S. du Faubourg  5 	7170 Manage	PP	CC, PP, CS		mp	Z.A.S. du Faubourg  5  ,7170 Manage	Z.A.S. du Faubourg  5  , 7170 Manage , Belgium	50,50303	4,23529
VI	Produits à base de viande	B1059	DMDS	Rue Martin Legros  30 	4960 Malmedy	PP	CS		mp	Rue Martin Legros  30  ,4960 Malmedy	Rue Martin Legros  30  , 4960 Malmedy , Belgium	50,4205945	6,0198772
VI	Produits à base de viande	B1060	CHICKEN MASTERS	Kortrijksesteenweg  244 	9800 Deinze	PP	CP, MP, MSM		mp	Kortrijksesteenweg  244  ,9800 Deinze	Kortrijksesteenweg  244  , 9800 Deinze , Belgium	50,9702505	3,51694
VI	Produits à base de viande	B1066	Vleeswarenfabriek Jac Michiels	Belcrownlaan  42 	2100 Antwerpen	PP			mp	Belcrownlaan  42  ,2100 Antwerpen	Belcrownlaan  42  , 2100 Antwerpen , Belgium	51,2372473	4,4668549
VI	Produits à base de viande	B1068	Debaenst / Cuisine Catherine / Viangel	Rue du Blanc Bleu Belge  11 	7700 MOUSCRON	PP	CP, MP, SH		mp	Rue du Blanc Bleu Belge  11  ,7700 MOUSCRON	Rue du Blanc Bleu Belge  11  , 7700 MOUSCRON , Belgium	50,7539118	3,2299921
VI	Produits à base de viande	B107	Firma Charles De Nil en zoon	Zwaarveld  39 	9220 Hamme (O.-Vl.)	PP	CP		mp	Zwaarveld  39  ,9220 Hamme (O.-Vl.)	Zwaarveld  39  , 9220 Hamme  , Belgium	51,0749349	4,1354711
VI	Produits à base de viande	B1070	La Maison du caviar Caspian	Quai des Usines  22-23-G302 	1000 Bruxelles	PP	CP, CS		mp	Quai des Usines  22-23-G302  ,1000 Bruxelles	Quai des Usines  22-23-G302  , 1000 Bruxelles , Belgium	50,8748482	4,3654675
VI	Produits à base de viande	B1072	FRESH CONCEPT	Rue Hoyas  49 	6001 Charleroi	PP			mp	Rue Hoyas  49  ,6001 Charleroi	Rue Hoyas  49  , 6001 Charleroi , Belgium	50,3891526	4,4235664
VI	Produits à base de viande	B108	D'ARTA MENU	Pittemsestraat  58 A. 	8850 Ardooie	PP	CS, FFPP		mp	Pittemsestraat  58 A.  ,8850 Ardooie	Pittemsestraat  58 A.  , 8850 Ardooie , Belgium	50,9810282	3,2324181
VI	Produits à base de viande	B1083	SOLINA BELGIUM AG/NV	Industriestrasse  21 	4700 Eupen	PP	CC, PP		mp, bl	Industriestrasse  21  ,4700 Eupen	Industriestrasse  21  , 4700 Eupen , Belgium	50,6410934	6,0076408
VI	Produits à base de viande	B1083	SOLINA BELGIUM AG/NV	Industriestrasse  21 	4700 Eupen	PP	CC, PP		mp, pap	Industriestrasse  21  ,4700 Eupen	Industriestrasse  21  , 4700 Eupen , Belgium	50,6410934	6,0076408
VI	Produits à base de viande	B1093	JEBO FOOD NV	Monnikenwerve  119-123 	8000 Brugge	PP	MP		mp	Monnikenwerve  119-123  ,8000 Brugge	Monnikenwerve  119-123  , 8000 Brugge , Belgium	51,248588	3,2030488
VI	Produits à base de viande	B1101	Syntra West VZW	Doorniksesteenweg(Kor)  220 	8500 Kortrijk	PP	CP, CS, MP		mp	Doorniksesteenweg(Kor)  220  ,8500 Kortrijk	Doorniksesteenweg  220  , 8500 Kortrijk , Belgium	50,803299	3,2813217
VI	Produits à base de viande	B1107	'T VLEESSTO(C)KJE	Polder  3 	2840 Rumst	PP	MP		mp	Polder  3  ,2840 Rumst	Polder  3  , 2840 Rumst , Belgium	51,0822418	4,3884217
VI	Produits à base de viande	B1115	SOLINA BELGIUM - PLANT IZEGEM	Ambachtenstraat  54 	8870 Izegem	PP	CC, PP		mp, bl	Ambachtenstraat  54  ,8870 Izegem	Ambachtenstraat  54  , 8870 Izegem , Belgium	50,9192405	3,1850317
VI	Produits à base de viande	B1118	DUPONT Restauration Traiteur	Drève André Dujardin(L)  62 	7700 Mouscron/Moeskroen	PP	CS		mp	Drève André Dujardin(L)  62  ,7700 Mouscron/Moeskroen	Drève André Dujardin  62  , 7700 Mouscron/Moeskroen , Belgium	50,7379551	3,2528697
VI	Produits à base de viande	B1119	SLAGERIJ-TRAITEUR MARNIK	Doelstokstraat  8 	8850 Ardooie	PP	CP, MP		mp	Doelstokstraat  8  ,8850 Ardooie	Doelstokstraat  8  , 8850 Ardooie , Belgium	50,97586	3,2098115
VI	Produits à base de viande	B112	BVBA Vleeswaren Vandecruys	Vaartstraat  42 	2440 Geel	PP			mp	Vaartstraat  42  ,2440 Geel	Vaartstraat  42  , 2440 Geel , Belgium	51,2031769	4,9792245
VI	Produits à base de viande	B1120	ARIAKE EUROPE	Leemkuilstraat(O)  5 	3630 Maasmechelen	PP	CC, PP		mp	Leemkuilstraat(O)  5  ,3630 Maasmechelen	Leemkuilstraat  5  , 3630 Maasmechelen , Belgium	50,9447152	5,697788
VI	Produits à base de viande	B1120	ARIAKE EUROPE	Leemkuilstraat(O)  5 	3630 Maasmechelen	PP	CC, PP		mp, pap	Leemkuilstraat(O)  5  ,3630 Maasmechelen	Leemkuilstraat  5  , 3630 Maasmechelen , Belgium	50,9447152	5,697788
VI	Produits à base de viande	B1123	TRAICAR	Breendonkstraat  108 	2830 Willebroek	PP			mp	Breendonkstraat  108  ,2830 Willebroek	Breendonkstraat  108  , 2830 Willebroek , Belgium	51,0530498	4,3494718
VI	Produits à base de viande	B1127	Brugse Vleescentrale	Sint-Pieterszuidstraat  50 C 	8000 Brugge	PP	CP, MM, MP		mp	Sint-Pieterszuidstraat  50 C  ,8000 Brugge	Sint-Pieterszuidstraat  50 C  , 8000 Brugge , Belgium	51,2225924	3,2104914
VI	Produits à base de viande	B113	Vlevy NV	Korte Mate  3 	9042 Gent	PP			mp	Korte Mate  3  ,9042 Gent	Korte Mate  3  , 9042 Gent , Belgium	51,1257543	3,7894511
VI	Produits à base de viande	B1137	SLIGRO-ISPC BELGIUM	Route de Liers  125 	4041 Herstal	PP	CC, PP, CP, CS, FFPP, MM, MP		mp	Route de Liers  125  ,4041 Herstal	Route de Liers  125  , 4041 Herstal , Belgium	50,6896716	5,5793324
VI	Produits à base de viande	B1138	Kurth-Viandes	Rue de l'Abattoir  6 	4020 Liège	PP	CP, CS, MM, MP		mp	Rue de l'Abattoir  6  ,4020 Liège	Rue de l Abattoir  6  , 4020 Liège , Belgium	50,6473023	5,5964953
VI	Produits à base de viande	B1140	HOSTIJN	Avenue Patrick Wagnon(L)  1 	7700 Luingne	PP	CP, CS, MM, MP		mp	Avenue Patrick Wagnon(L)  1  ,7700 Luingne	Avenue Patrick Wagnon  1  , 7700 Luingne , Belgium	50,7371419	3,2512034
VI	Produits à base de viande	B1142	Callemeyn, Filip	Doornhoekstraat(BEK)  59 	8480 Ichtegem	PP	CP, SH		mp	Doornhoekstraat(BEK)  59  ,8480 Ichtegem	Doornhoekstraat  59  , 8480 Ichtegem , Belgium	51,1501384	3,0572049
VI	Produits à base de viande	B1143	Handsaeme Foie Gras	Groenestraat  50 	8610 Handzame	PP	CP, SH		mp	Groenestraat  50  ,8610 Handzame	Groenestraat  50  , 8610 Handzame , Belgium	51,0074363	3,0069483
VI	Produits à base de viande	B1144	Vanwijnsberghe-Delbaere	Kwadestraat  83 	8792 Waregem	PP	CP, GHE		mp	Kwadestraat  83  ,8792 Waregem	Kwadestraat  83  , 8792 Waregem , Belgium	50,8828927	3,3776888
VI	Produits à base de viande	B1146	PLANT EKE	Rozenstraat  15 	9810 Nazareth	PP	CC, PP, CS		mp, bl	Rozenstraat  15  ,9810 Nazareth	Rozenstraat  15  , 9810 Nazareth , Belgium	50,9770006	3,6538976
VI	Produits à base de viande	B1154	EUROPEAN HALAL FOOD	Avenue Antoon van Oss  1 b 18	1120 Bruxelles	PP			mp	Avenue Antoon van Oss  1 b 18 ,1120 Bruxelles	Avenue Antoon van Oss  1 b 18 , 1120 Bruxelles , Belgium	50,9076547	4,4020622
VI	Produits à base de viande	B1161	ROODHUIS	Nijverheidslaan  43-45 	3290 Diest	PP	CP, CS, MP		mp	Nijverheidslaan  43-45  ,3290 Diest	Nijverheidslaan  43-45  , 3290 Diest , Belgium	50,9883625	5,0373446
VI	Produits à base de viande	B1163	SAN PETRUS	Route de Namur (MOX)  118 	4280 Hannut	PP			mp	Route de Namur (MOX)  118  ,4280 Hannut	Route de Namur   118  , 4280 Hannut , Belgium	50,6329284	5,0828891
VI	Produits à base de viande	B117	IMPERIAL	Grote Baan  200 	9920 Lovendegem	PP			mp	Grote Baan  200  ,9920 Lovendegem	Grote Baan  200  , 9920 Lovendegem , Belgium	51,1066051	3,6208648
VI	Produits à base de viande	B1170	GABRIEL	Avenue de Norvège  1 	4960 Malmedy	PP	FFPP		mp	Avenue de Norvège  1  ,4960 Malmedy	Avenue de Norvège  1  , 4960 Malmedy , Belgium	50,4160819	6,0055357
VI	Produits à base de viande	B118	NANUK	Rue des Garennes  10 	7700 Mouscron/Moeskroen	PP	CS		mp	Rue des Garennes  10  ,7700 Mouscron/Moeskroen	Rue des Garennes  10  , 7700 Mouscron/Moeskroen , Belgium	50,7569333	3,2338764
VI	Produits à base de viande	B1181	Sahan	Meensesteenweg  218 	8890 Moorslede	PP	CS, MP		mp	Meensesteenweg  218  ,8890 Moorslede	Meensesteenweg  218  , 8890 Moorslede , Belgium	50,8443715	3,1113827
VI	Produits à base de viande	B1195	Vleeswaren Steen	Ringlaan(FICH)  57 	8480 Ichtegem	PP			mp	Ringlaan(FICH)  57  ,8480 Ichtegem	Ringlaan  57  , 8480 Ichtegem , Belgium	51,0995061	3,0216681
VI	Produits à base de viande	B121	DERWA WAREMME	Rue de la Costale  82 	4300 Waremme	PP	CP		mp	Rue de la Costale  82  ,4300 Waremme	Rue de la Costale  82  , 4300 Waremme , Belgium	50,7058177	5,2559706
VI	Produits à base de viande	B122	LEYCO 	Lodderstraat(EIK)  10 	2880 Bornem	PP			mp	Lodderstraat(EIK)  10  ,2880 Bornem	Lodderstraat  10  , 2880 Bornem , Belgium	51,0868113	4,2760448
VI	Produits à base de viande	B123	WINCKELMANS B.V.B.A.	Lippelodorp(LIP)  73 	2890 Sint-Amands	PP	CP, MP		mp	Lippelodorp(LIP)  73  ,2890 Sint-Amands	Lippelodorp  73  , 2890 Sint-Amands , Belgium	51,045201	4,257079
VI	Produits à base de viande	B124	ABRAHAM BENELUX	Recogne,Rue de Saint-Hubert  18 	6800 Libramont-Chevigny	PP			mp	Recogne,Rue de Saint-Hubert  18  ,6800 Libramont-Chevigny	Recogne, Rue de Saint-Hubert  18  , 6800 Libramont-Chevigny , Belgium	49,9145217	5,3527156
VI	Produits à base de viande	B125	SALAISONS THOMAS	Rue du 24-Août,Houdemont  - 	6724 Habay	PP			mp	Rue du 24-Août,Houdemont  -  ,6724 Habay	Rue du 24-Août, Houdemont  -  , 6724 Habay , Belgium	49,7181206	5,5782892
VI	Produits à base de viande	B130	SLACHTHUIS GEEL	Winkelom  52 	2440 Geel	PP	SH		mp	Winkelom  52  ,2440 Geel	Winkelom  52  , 2440 Geel , Belgium	51,149055	5,0024723
VI	Produits à base de viande	B132	DE WULF II	Boomgaardstraat  11 	9880 Aalter	PP	CP		mp	Boomgaardstraat  11  ,9880 Aalter	Boomgaardstraat  11  , 9880 Aalter , Belgium	51,085159	3,4498565
VI	Produits à base de viande	B141	JIV VLEESWAREN-J.VAN GENECHTEN	Herentalsebaan  422 	2160 Wommelgem	PP			mp	Herentalsebaan  422  ,2160 Wommelgem	Herentalsebaan  422  , 2160 Wommelgem , Belgium	51,206072	4,4689567
VI	Produits à base de viande	B145	IN'vest AMI FOOD	Rue de Tilleur  19 	4101 Jemeppe-sur-Meuse	PP			mp	Rue de Tilleur  19  ,4101 Jemeppe-sur-Meuse	Rue de Tilleur  19  , 4101 Jemeppe-sur-Meuse , Belgium	50,6204322	5,5203165
VI	Produits à base de viande	B146	Breughel Meat Products N.V.	Waaslandlaan  18 	9160 Lokeren	PP	CC, PP		mp	Waaslandlaan  18  ,9160 Lokeren	Waaslandlaan  18  , 9160 Lokeren , Belgium	51,1217389	4,0139695
VI	Produits à base de viande	B148	Pluma	Antoon van der Pluymstraat  1 	2160 Wommelgem	PP			mp	Antoon van der Pluymstraat  1  ,2160 Wommelgem	Antoon van der Pluymstraat  1  , 2160 Wommelgem , Belgium	51,2099887	4,5263886
VI	Produits à base de viande	B15	IDPAK	Rue Géron  14 	5300 Andenne	PP	CC, PP, RW		mp	Rue Géron  14  ,5300 Andenne	Rue Géron  14  , 5300 Andenne , Belgium	50,5032692	5,1215125
VI	Produits à base de viande	B154	VLEESWAREN WILLIAM	Robert Dansaertlaan  238 	1702 Dilbeek	PP			mp	Robert Dansaertlaan  238  ,1702 Dilbeek	Robert Dansaertlaan  238  , 1702 Dilbeek , Belgium	50,8660357	4,2583589
VI	Produits à base de viande	B156	HalalSupply	Kiewitstraat  177 	3500 Hasselt	PP			mp	Kiewitstraat  177  ,3500 Hasselt	Kiewitstraat  177  , 3500 Hasselt , Belgium	50,9511042	5,3625132
VI	Produits à base de viande	B162	DE BRANDT	Eikstraat  6 B 	9080 Lochristi	PP	CP, CS, MP, RW		mp	Eikstraat  6 B  ,9080 Lochristi	Eikstraat  6 B  , 9080 Lochristi , Belgium	51,1018829	3,8813486
VI	Produits à base de viande	B163	BRUYNKENS VLEESWARENBEDRIJF	Lammerdries-Zuid  16 e 	2250 Olen	PP			mp	Lammerdries-Zuid  16 e  ,2250 Olen	Lammerdries-Zuid  16 e  , 2250 Olen , Belgium	51,1498138	4,9042822
VI	Produits à base de viande	B168	Hotelschool Hasselt	Elfde-Liniestraat  22 	3500 Hasselt	PP	CP, MP		mp	Elfde-Liniestraat  22  ,3500 Hasselt	Elfde-Liniestraat  22  , 3500 Hasselt , Belgium	50,9370602	5,3472153
VI	Produits à base de viande	B17	HESPEN MELI BVBA.	Kapoenenweg  11 b B	2800 Mechelen	PP			mp	Kapoenenweg  11 b B ,2800 Mechelen	Kapoenenweg  11 b B , 2800 Mechelen , Belgium	51,0287812	4,4966427
VI	Produits à base de viande	B175	NOYEN	Noorwegenstraat  14 	9940 Evergem	PP			mp	Noorwegenstraat  14  ,9940 Evergem	Noorwegenstraat  14  , 9940 Evergem , Belgium	51,1322294	3,742575
VI	Produits à base de viande	B176	LONKI	Frankrijkstraat  10 	9140 Temse	PP	CP, CS, MP, MSM, RW, SH		mp	Frankrijkstraat  10  ,9140 Temse	Frankrijkstraat  10  , 9140 Temse , Belgium	51,1412645	4,2002662
VI	Produits à base de viande	B181	Vlees en Vleeswaren CAMPENS NV	Spoorwegstraat  73 	8530 Harelbeke	PP			mp	Spoorwegstraat  73  ,8530 Harelbeke	Spoorwegstraat  73  , 8530 Harelbeke , Belgium	50,8336432	3,2964945
VI	Produits à base de viande	B186	JASO	Kraakstraat  47 	9150 Kruibeke	PP			mp	Kraakstraat  47  ,9150 Kruibeke	Kraakstraat  47  , 9150 Kruibeke , Belgium	51,1388588	4,2606782
VI	Produits à base de viande	B188	Equinox	Bijkhoevelaan  20 	2110 Wijnegem	PP	CP, CS		mp	Bijkhoevelaan  20  ,2110 Wijnegem	Bijkhoevelaan  20  , 2110 Wijnegem , Belgium	51,2302317	4,49551
VI	Produits à base de viande	B194	Limburgs Vleesbedrijf 	Katteweidelaan  45 	3590 Diepenbeek	PP	CP		mp	Katteweidelaan  45  ,3590 Diepenbeek	Katteweidelaan  45  , 3590 Diepenbeek , Belgium	50,8990245	5,434165
VI	Produits à base de viande	B196	NEW ELV	Lichtaartsesteenweg  47 	2275 Lille	PP			mp	Lichtaartsesteenweg  47  ,2275 Lille	Lichtaartsesteenweg  47  , 2275 Lille , Belgium	51,2239694	4,8385592
VI	Produits à base de viande	B198	LES NUTONS	Marche, Chemin Saint-Antoine  5 	6900 Marche-en-Famenne	PP			mp	Marche, Chemin Saint-Antoine  5  ,6900 Marche-en-Famenne	Marche,  Chemin Saint-Antoine  5  , 6900 Marche-en-Famenne , Belgium	50,2255733	5,3330256
VI	Produits à base de viande	B199	AMANDO	Houtstraat  50 	9070 Destelbergen	PP	CS, RW		mp	Houtstraat  50  ,9070 Destelbergen	Houtstraat  50  , 9070 Destelbergen , Belgium	51,0725852	3,8113538
VI	Produits à base de viande	B2	DACOR	Klaartestraat  1 	9052 Gent	PP	CP		mp	Klaartestraat  1  ,9052 Gent	Klaartestraat  1  , 9052 Gent , Belgium	51,0107458	3,7203666
VI	Produits à base de viande	B202	SALAISONS DE LA SEMOIS	Route du Croisé,Noirefontaine  11 	6831 Noirefontaine	PP			mp	Route du Croisé,Noirefontaine  11  ,6831 Noirefontaine	Route du Croisé, Noirefontaine  11  , 6831 Noirefontaine , Belgium	49,8145719	5,0860381
VI	Produits à base de viande	B209	Karnex - Tradelio	Lindestraat  36 	9700 Oudenaarde	PP	CP, CS		mp	Lindestraat  36  ,9700 Oudenaarde	Lindestraat  36  , 9700 Oudenaarde , Belgium	50,8550298	3,6032897
VI	Produits à base de viande	B21	VLEESWARENFABRIEK JAC MICHIELS	Middelmolenlaan  139 	2100 Antwerpen	PP	MP		mp	Middelmolenlaan  139  ,2100 Antwerpen	Middelmolenlaan  139  , 2100 Antwerpen , Belgium	51,2352092	4,4666356
