Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
26.05684/C;PANADERIA GESTAL, S.L.;Coruña, A/ARTEIXO;43.3084467;-8.5017076;RW, PP;;MP
26.05711/J;SOCIEDAD COOPERATIVA ANDALUZA CORTIJO DEL GAVILAN;Jaén/SILES;38.3878613;-2.5826373;PP;;MP
26.05739/AB;LORENZO CANALES, S.L.;Albacete/OSSA DE MONTIEL;38.9624133;-2.745302;RW, PP;;MP
26.05764/B;XARCUTERIA JOVE SCP;Barcelona/SABADELL;41.5464208;2.1087937;PP;;MP
26.05780/V;FOOD AND SERVICES S.L.;Valencia/València/SEDAVI;39.4247119;-0.3834581;PP;;MP
26.05781/B;EUROPASTRY SA;Barcelona/BARBERA DEL VALLES;41.5172534;2.1265942;PP;;MP
26.05785/BU;RAMON MONZON RASERO;Burgos/VILLALBA DE DUERO;41.6825764;-3.7437137;RW, PP;;MP
26.05798/B;GOOD CATERING SL;Barcelona/BARCELONA;41.3825596;2.1771353;PP;;MP
26.05858/B;INDUSTRIAS CARNICAS BARCELONA SL;Barcelona/ABRERA;41.5204464;1.9024126;PP;;MP
26.05886/B;PLANES BONES SL;Barcelona/VIC;41.9292417;2.2548654;PP;;MP
26.05896/B;HOME MEAL REPLACEMENT SL;Barcelona/SANT VICENÇ DE CASTELLET;41.6669999;1.8625559;PP;;MP
26.05897/NA;CONSERVAS MARTIKO, S.A.;Navarra/LESAKA;43.2471145;-1.7042991;RW, PP;;MP
26.05900/B;SAGARDOTEGI SL;Barcelona/SANT BOI DE LLOBREGAT;41.9001033;2.2831232;PP;;MP
26.05908/GE;SOLER GELI, JOSE;Girona/CERVIA DE TER;42.0676956;2.9122136;PP;;MP
26.05938/M;EUROCATERING FOOD SERVICE, S.L.;Madrid/ALCALA DE HENARES;40.4817201;-3.364614;PP;;MP
26.05952/B;FUNDACIO JOVIAT;Barcelona/MANRESA;41.7291194;1.8283711;PP;;MP
26.05973/C;HORNOS DE LAMASTELLE, S.A.;Coruña, A/OLEIROS;43.3346025;-8.3145904;RW, PP;;MP
26.06060/V;SALAURES TERRAMAR, S.L.;Valencia/València/RAFELBUÑOL/RAFELBUNYOL;38.9325817;-0.1662624;RW, PP;;
26.06084/B;ANETO NATURAL SL;Barcelona/ARTES;41.7986735;1.9548856;PP;;MP
26.06110/PO;INDUSTRIAS FRIGORIFICAS DEL LOURO, S.L.;Pontevedra/PORRIÑO (O);42.1161648;-8.6637623;PP;;MP
26.06115/GE;NOEL ALIMENTARIA SAU;Girona/SANT JOAN LES FONTS;42.2132951;2.5134302;PP;;MP
26.06116/L;MOLTA TECA SL;Lleida/SOLSONA;41.9945762;1.5184038;PP;;MP
28.00780/LE;LUIS CESAR GARCIA GONZALEZ;León/LEON;42.63414505;-5.9714150045;PP;;
40.00003/PO;FRIGORIFICOS DE GALICIA, S.A.;Pontevedra/VIGO;42.2376602;-8.7247205;CS;;
40.00005/AL;CONGELADOS ALOMAR S.C.;Almería/HUERCAL DE ALMERIA;36.8836087;-2.4398613;CS;;
40.00016/M;FRIGORIFICOS MAR BLANCO S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.00082/CR;JAMONES POZO RELUCIO, S.L.;Ciudad Real/TERRINCHES;38.6096902;-2.8416293;CS;;
40.00088/M;DISTRIBUCIONES AVICOLAS VAZQUEZ, S.A.;Madrid/SAN FERNANDO DE HENARES;40.4248548;-3.5350369;CS;;
40.00098/TF;JOSE SANCHEZ PEÑATE, S.A.;Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA;28.6785148;-17.7670629;CS;;
40.00103/M;DESMA-MADRID S.A.;Madrid/ALCOBENDAS;40.5400082;-3.6358494;CS;;
40.00108/GC;JOSE SANCHEZ PEÑATE, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.00126/GR;ALGARRA Y ORTEGA S.L.;Granada/GRANADA;37.1830197;-3.602192;CS;;
40.00140/M;SUPER CHICK SPAIN FOOD, S.L.;Madrid/VALDILECHA;40.2926854;-3.3002096;CS, RW;;
40.00143/GE;QUESERIAS MORADELL SA;Girona/PALAMOS;41.8495354;3.1278785;CS, RW;;
40.00144/SE;ALMACENES DE LA FUENTE MARTOS S.A.;Sevilla/OSUNA;37.2376627;-5.1058401;CS;;
40.00145/GC;GALARZA ATLANTICO GALACO, S.A.;Palmas, Las/AGÜIMES;27.9049541;-15.4445131;CS;;
40.00148/GR;AVIGENIL S.L.;Granada/PURULLENA;37.3170348;-3.1882542;CS;;
40.00149/V;MAKRO AUTOSERVICO MAYORISTA, S.A.;Valencia/València/ALBUIXECH;39.5449181;-0.3241614;CS;;
40.00154/GR;CONGELADOS POZO MAR S.L.;Granada/CULLAR;37.5848965;-2.5778574;CS;;
40.00159/SE;HERMANOS GAVIRA S.L.;Sevilla/PALACIOS Y VILLAFRANCA (LOS);37.1601464;-5.9237642;CS;;
40.00172/BI;MANTEQUERIAS SANTI, S.A.;Bizkaia/ZAMUDIO;43.2827605;-2.8623645;CS;;
40.00174/B;INTERLOGISTICA DEL FRIO SA;Barcelona/TERRASSA;41.5697302;2.0132071;CS;;
40.00176/CA;RUIZ CASTRO S.L.;Cádiz/PUERTO REAL;36.5286856;-6.1902161;CS;;
40.00182/B;COALIMENT GRANOLLERS S.A.;Barcelona/GRANOLLERS;41.6079555;2.2876008;CS;;
40.00197/CA;MANZANARES LOZANO, ANTONIO;Cádiz/BARRIOS (LOS);36.1834306;-5.4928098;CS;;
40.00202/BI;NAVES FRIGORIFICAS S.A.;Bizkaia/LOIU;43.3147645;-2.9388878;CS;;
40.00207/CA;SIMAGO S.A.;Cádiz/CADIZ;36.5216471;-6.2826008;WM;;
40.00229/GU;L.N.P. L. R. GUADALAJARA, S.L.;Guadalajara/GUADALAJARA;40.4953297;-3.1809486;CS;;
40.00234/CA;PLEAMAR FROST S.A.;Cádiz/CADIZ;36.5216471;-6.2826008;CS;;
40.00235/S;FRIGORIFICOS ORTIZ S.A.;Cantabria/SANTANDER;43.2597892;-3.8425464019;CS;;
40.00236/CA;CENTROS COMERCIALES PRYCA S.A.;Cádiz/PUERTO DE SANTA MARIA (EL);36.601468;-6.2381494;WM;;
40.00237/CA;SUPERMERCADO LOS PIRINEOS;Cádiz/CADIZ;36.5216471;-6.2826008;WM;;
40.00238/CA;SUPERMERCADO LOS ALPES;Cádiz/CADIZ;36.5216471;-6.2826008;WM;;
40.00248/GR;HELADOS Y POSTRES S.A.;Granada/PELIGROS;37.2306631;-3.6279744;CS;;
40.00263/M;UNION DETALLISTAS ESPAÑOLES SDAD COOP UNIDE;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.00281/CA;ECO JEREZ;Cádiz/JEREZ DE LA FRONTERA;36.6814337;-6.1380536;WM;;
40.00299/VI;FRIGORÍFICOS INDUSTRIALES ALAVESES, S.A. (F.I.A.S.A.);Araba/Álava/ARRAZUA-UBARRUNDIA;42.91856475;-2.5909847451;CS;;
40.00356/VI;COMERCIAL AVICOLA REMIREZ, S.A.;Araba/Álava/VITORIA-GASTEIZ;42.8463449;-2.6725146;CS;;
40.00362/LU;DISTRIBUCIONES CONSTANTINO FAGILDE, S.L.;Lugo/LUGO;43.0106089;-7.556567;CS;;
40.00381/T;MIQUEL ALIMENTACIO GRUP SA;Tarragona/TORTOSA;40.8111899;0.5207492;CS;;
40.00409/M;DISTRIBUIDORA ALCALA, S.A.;Madrid/ALCALA DE HENARES;40.4817201;-3.364614;CS;;
40.00415/GE;ESTEVE QUERA SA;Girona/FIGUERES;42.2666314;2.9638434;CS;;
40.00420/OR;MANUEL CIBEIRA E HIJOS, S.L.;Ourense/SAN CIBRAO DAS VIÑAS;42.2964763;-7.8723141;CS;;
40.00427/GR;DISTRIBUCIONES PATON C.B.;Granada/PULIANAS;37.2233438;-3.6067437;CS;;
40.00432/GE;FRIGORIFIC SANTA COLOMA SL;Girona/SANTA COLOMA DE FARNERS;42.0141923;2.8175976;CS;;
40.00439/MU;FRIGORIFICOS BOLEA S.L.;Murcia/CARTAGENA;38.0015616;-1.0216395;CS;;
40.00457/BA;MANUEL ROSA ORTIZ S.C.;Badajoz/VILLANUEVA DE LA SERENA;38.9969417;-5.722900866;CS, RW;;
40.00466/CO;INDUSTRIAS KEVIR S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.00498/L;FRIGORIFICS FERRER SA;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.00500/C;MERCARTABRIA S.L.U.;Coruña, A/CORUÑA (A);43.3650323;-8.4129958;CS;;
40.00502/BU;MIQUEL ALIMENTACIO GRUP, S. A. U.;Burgos/ARANDA DE DUERO;41.6714476;-3.6851427;CS;;
40.00532/LE;HIPERMERCADOS Y ECONOMATOS, S. A.;León/FUENTES NUEVAS;42.1088188;-5.6813749;CS;;
40.00540/GE;SOLIPESCA SL;Girona/SANT FELIU DE GUIXOLS;41.7838827;3.0283195;CS;;
40.00541/M;FRIGORIFICOS LOS ANGELES, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.00554/S;FRIGORIFICOS PEREZ BARANDICA S.L.;Cantabria/PEÑACASTILLO;43.4472161;-3.8568870755;CS;;
40.00567/MA;BAEZ SIERRAS S.L.;Málaga/MOLLINA;37.1229506;-4.6561236;CS;;
40.00572/GC;HIJOS DE MOISES RODRIGUEZ GONZALEZ, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS, RW;;
40.00581/TF;CARMELO TOSCO, S.A.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;RW;;
40.00582/IB;ES MERCAT D'ARQUEBISBE SL;Islas Baleares/PALMA;39.5695818;2.6500745;CS;;
40.00585/SE;MOLINO SAN JERONIMO S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.00587/M;CORPORACION ALIMENTARIA GUISSONA, S.A.;Madrid/LEGANES;40.3281942;-3.76527;CS;;
40.00655/H;CONGELADOS ESCOBAR S.A.;Huelva/NERVA;37.6955182;-6.5489321;CS;;
40.00657/M;INDUSTRIAS RACIONERO S.A.;Madrid/HUMANES DE MADRID;40.2508847;-3.8270997;CS;;
40.00668/M;CHICKENGAR, S.A.;Madrid/SAN FERNANDO DE HENARES;40.4248548;-3.5350369;CS;;
40.00677/AV;FRIGORIFICOS SANCHIDRIAN S.L.;Ávila/SANCHIDRIAN;40.5081245;-5.4053099;CS;;
40.00679/SE;C.B. FELICIANO GOMEZ GARRUDO Y OTROS;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.00683/GR;CAMPOY C.B.;Granada/MOTRIL;36.7495569;-3.5180964;CS;;
40.00718/TF;PEDRO DUQUE CANARIAS, S.A.;Santa Cruz de Tenerife/ARAFO;28.3404454;-16.4173287;CS;;
40.00722/A;UNION DETALLISTAS ESPAÑOLES, UNIDE SDAD.COOP.;Alicante/Alacant/ORIHUELA;38.3441721;-0.5068408;CS;;
40.00728/PO;FRIGODIS SA;Pontevedra/REDONDELA;42.2842221;-8.6085992;CS;;
40.00729/A;FRIGORIFICOS MARBAMAR S.A.;Alicante/Alacant/SANTA POLA;38.367329;-0.4762385;CS;;
40.00743/A;BARDISA Y CIA, S.A.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.00784/AB;M. A. DISTRIBUCIONES, S.A.;Albacete/BONILLO (EL);38.9493033;-2.5390599;CS;;
40.00822/TF;GRUPO KALISE MENORQUINA, S.A.;Santa Cruz de Tenerife/ARAFO;28.3404454;-16.4173287;CS;;
40.00825/M;PRODUCTOS LACTEOS TGT S.A.;Madrid/TRES CANTOS;40.5991506;-3.7118812;CS;;
40.00829/A;CENTROS COMERCIALES PRYCA S.A.;Alicante/Alacant/SANT JOAN D'ALACANT;38.2680397;-0.687735;WM;;
40.00834/SA;QUEJUSA, S. L.;Salamanca/SANTIBAÑEZ DE BEJAR;40.4885673;-5.6118141;CS;;
40.00840/SG;CONGELADOS DE SEGOVIA, S. L.;Segovia/VALVERDE DEL MAJANO;40.9566112;-4.2347062;CS;;
40.00847/Z;SUCESORES DE FERNANDO CALAVIA S.A.;Zaragoza/TARAZONA;41.9065093;-1.7216461;CS;;
40.00875/Z;JULIO QUILEZ QUILEZ;Zaragoza/CARTUJA BAJA;41.6049584;-0.8237103;CS;;
40.00882/CA;VICENTE ALONSO S.L.;Cádiz/ARCOS DE LA FRONTERA;36.7486475;-5.8060466;CS;;
40.00885/TF;2021 ALIMENCASH, S.A.;Santa Cruz de Tenerife/SAN MIGUEL DE ABONA;28.6785148;-17.7670629;CS;;
40.00895/Z;ALIMENTOS CONGELADOS ARAGONESES Y PESCADOS S.A.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.00906/J;MANUEL GARCIA LIJARCIO S.L.;Jaén/ANDUJAR;38.0392362;-4.0505603;CS;;
40.00910/TF;HELADOS Y POSTRES S.A.;Santa Cruz de Tenerife/ARAFO;28.3404454;-16.4173287;CS;;
40.00919/SG;POVESA;Segovia/HONTORIA;40.9078559;-4.1248104;CS;;
40.00923/BA;DISTRIBUIDORA EXTREMEÑA DE ALIMENTOS S.A.;Badajoz/PUEBLA DE SANCHO PEREZ;38.084025;-6.0804357;CS, RW;;
40.00928/M;SUMINISTROS MEDINA S.L.;Madrid/LEGANES;40.3281942;-3.76527;CS;;
40.00936/M;TOKYO-YA S.A.;Madrid/COSLADA;40.423802;-3.5552882;CS;;
40.00937/SE;HERMANOS AYALA SOUSA S.L.;Sevilla/UTRERA;37.1824646;-5.7817506;CS;;
40.00941/TF;Comercial Jesumán, S.A.;Santa Cruz de Tenerife/SANTA URSULA;28.4253094;-16.4917392;CS;;
40.00947/S;TAPIA HERMANOS S.L.;Cantabria/SANTANDER;43.2597892;-3.8425464019;CS;;
40.00955/TE;COALIMENT ARAGON S.A.;Teruel/TERUEL;40.3436719;-1.1081939;CS;;
40.00965/CA;MANUEL VALLEJO S.A.;Cádiz/JEREZ DE LA FRONTERA;36.6814337;-6.1380536;CS, RW;;
40.00971/BA;EXTREMEÑA DE CONGELADOS Y HELADOS S.A.;Badajoz/MONTIJO;38.9098936;-6.6151799;CS;;
40.00987/M;FRIGORIFICOS VALDEMORO, S.A.;Madrid/VALDEMORO;40.1887955;-3.6716211;CS;;
40.00997/TF;CANARIA DE ALIMENTOS, S.A. (CANALSA);Santa Cruz de Tenerife/CANDELARIA;28.3546715;-16.3710091;CS;;
40.01016/GC;PEDRO DUQUE CANARIAS, S.A;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01021/HU;CABRERO E HIJOS, S.A.;Huesca/HUESCA;42.1373367;-0.4100852;CS;;
40.01023/PO;ANGEL LOPEZ SOTO, S.L.;Pontevedra/VIGO;42.2376602;-8.7247205;CS;;
40.01062/MU;FRIGORIFICOS MORALES, S.A.;Murcia/CARTAGENA;38.0015616;-1.0216395;CS, RW;;
40.01073/CA;ECO DEL PUERTO S.A.;Cádiz/PUERTO DE SANTA MARIA (EL);36.601468;-6.2381494;WM;;
40.01074/J;SOCIEDAD COOPERATIVA ANDALUZA COVIRAN;Jaén/ANDUJAR;38.0392362;-4.0505603;CS;;
40.01134/TF;DIGALVA, S.A.;Santa Cruz de Tenerife/ROSARIO (EL);28.4086408;-16.3463083;CS;;
40.01140/Z;COMERCIAL ARAG. DE PROD. ALIMENT. CAPASA;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS, RW;;
40.01143/M;DISTRIBUIDORA DE PROD. ALIMENTICIOS DIPROSA. S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.01151/TF;COMERCIAL MARTEL TENERIFE S.L.;Santa Cruz de Tenerife/GUIA DE ISORA;28.2101368;-16.7787271;RW;;
40.01194/SE;RAFAEL OLIAS FERNANDEZ S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.01200/GC;CIA. FRIGORIFICA CANARIENSE,S.A.,-COFRICANSA;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01250/M;TEJAOLIVA, S.A.;Madrid/SAN FERNANDO DE HENARES;40.4248548;-3.5350369;CS;;
40.01262/BA;CEDEPA DE DON BENITO S.L.;Badajoz/DON BENITO;38.9540777;-5.8619853;CS;;
40.01265/GC;JOSE SANCHEZ DIAZ Y HERMANOS, S.L.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01279/Z;COLONIALES GOMEZ S.L.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;WM;;
40.01280/TF;KARIN, S.A.U.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.01294/CO;MANTEPAN S.A.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.01307/TF;GARPA ALIMENTACION. S.L.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.01349/GC;SUPERMERCADOS BOLAÑOS, S.L.;Palmas, Las/AGÜIMES;27.9049541;-15.4445131;CS;;
40.01361/TF;HILL FOOD S.L.;Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA;28.6785148;-17.7670629;CS;;
40.01368/CO;COMPAÑIA QUESERA DEL SUR S.A.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.01406/TF;ABORA DISTRIBUCIONES S.L.;Santa Cruz de Tenerife/REALEJOS (LOS);28.34997035;-16.5849880545;CS, RW;;
40.01464/GC;FRIGORIFICOS HISPANO SUIZOS, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01484/GC;ANTONIO SANCHEZ ROMERO, S.A. (ANSARO);Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01489/S;FRIGORIFICOS DEL DEPOSITO FRANCO DE SANTANDER S.A.;Cantabria/SANTANDER;43.2597892;-3.8425464019;CS, RW;;
40.01518/Z;SUCESORES DE ANGEL URUEÑA, S.L.;Zaragoza/CASPE;41.2366709;-0.0395734;CS;;
40.01522/SE;CONSORCIO CIELO AZUL S.L.;Sevilla/PALACIOS Y VILLAFRANCA (LOS);37.1601464;-5.9237642;CS;;
40.01523/SE;D'CABO CHICHARRONES S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.01526/TF;ISIDRO GONZALEZ TENERIFE S.A.;Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA;28.6785148;-17.7670629;CS;;
40.01568/TO;POLLO IBÉRICO DESDE 1980, S.L.;Toledo/TORRIJOS;39.9811627;-4.2805629;CS;;
40.01570/CR;COMERCIAL MONTERO SERV. ALIMENTACION S.L;Ciudad Real/PUERTOLLANO;38.6852161;-4.1111749;CS;;
40.01576/HU;JAMONES ARNAL, S.L.;Huesca/BARBASTRO;42.035291;0.1273884;CS, RW;;
40.01592/CO;RAMIREZ SANTOS S.A.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.01593/GR;FRIGORIFICOS PAYAN S.L.;Granada/GRANADA;37.1830197;-3.602192;CS;;
40.01598/CO;RUIZ DE LA TORRE DISTRIBUIDORA DE ALIMENTACION Y BEBIDAS S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.01600/SE;PRODUCTOS ALVI S.A.;Sevilla/MARCHENA;37.3269051;-5.4161717;CS;;
40.01603/GC;DISTRINASA, S.L.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01611/CC;POLLOS ROMAN S.L.;Cáceres/MALPARTIDA DE CACERES;39.445575;-6.5058549;CS;;
40.01614/MA;ALMACENES CARMONA S.A.;Málaga/ANTEQUERA;37.0183652;-4.5596649;CS;;
40.01623/TF;Comercial Importadora Canarias, S.L.;Santa Cruz de Tenerife/SAN MIGUEL DE ABONA;28.6785148;-17.7670629;CS;;
40.01636/TF;ARTEAGA MAGDALENO, PEDRO;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.01640/Z;ALBERTO POLO DISTRIBUCIONES S.A.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.01646/CU;EXCLUSIVAS TININ, S.R.L.;Cuenca/CUENCA;40.0681156;-2.1348241;CS;;
40.01648/HU;JULIAN MAIRAL, S.L.;Huesca/BARBASTRO;42.035291;0.1273884;CS;;
40.01651/MA;ALIMENTACION PENINSULAR S.A.;Málaga/RONDA;36.7421339;-5.1665916;CS;;
40.01653/CA;SOCIEDAD COOPERATIVA DE CONSUMO COAECO;Cádiz/CADIZ;36.5216471;-6.2826008;WM;;
40.01656/CO;PROCOL S.L.;Córdoba/LUCENA;37.4091334;-4.4860128;CS;;
40.01690/Z;CHARCUTERIA MARIANO MUÑIO S-L;Zaragoza/PUEBLA DE ALFINDEN (LA);41.631587;-0.7508841;CS;;
40.01705/M;CHINA ARTE, S.L.;Madrid/HUMANES DE MADRID;40.2508847;-3.8270997;CS;;
40.01707/GC;GRUPO KALISE MENORQUINA, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.01723/IB;HIJOS DE RAMON OLIVER, SL;Islas Baleares/POLIGON INDUSTRIAL DE SON CASTELLO;39.5981997;2.6919871;CS;;
40.01737/P;GRUPO EL ARBOL DISTRIBUCION Y SUPERMERCADOS, S. A.;Palencia/PALENCIA;42.0108141;-4.5327853;CS;;
40.01740/ML;ANTONIO PAYA BARRACHINA E HIJOS S.L.;Melilla/MELILLA;35.2919028;-2.9407146;CS;;
40.01743/MA;CASA REYES JIMENEZ S.L.;Málaga/FUENGIROLA;36.5413583;-4.6237568;CS;;
40.01763/SE;SUPERSOL SPAIN S.L.U.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.01775/TE;FRIGORIFICOS LA PERLA S.L;Teruel/TERUEL;40.3436719;-1.1081939;CS, RW;;
40.01776/Z;FRIGORIFICOS ZARAGOZA, S.A.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.01782/TF;CASH & CARRY FOOD BROKER S.L.;Santa Cruz de Tenerife/TACORONTE;28.4805316;-16.4137605;CS;;
40.01788/GC;COMPAÑIA ALIMENTARIA DE EXCLUSIVAS LOGISTICAS S.A.;Palmas, Las/AGÜIMES;27.9049541;-15.4445131;CS;;
40.01806/TE;COLONIALES ALCAÑIZ, S.A.;Teruel/ALCAÑIZ;41.0197752;-0.2082888;CS;;
40.01811/CU;COALIMENT ARAGÓN, S.A.U.;Cuenca/CUENCA;40.0681156;-2.1348241;CS;;
40.01812/P;ALMACENES BENIGNO GARCIA CUESTA S. L;Palencia/VILLALOBON;42.0306729;-4.5036687;CS;;
40.01846/SE;MANUEL BAREA S.A.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.01878/ZA;ANDRES FERRERO E HIJOS S.L.;Zamora/ZAMORA;41.5056574;-5.7448039;CS;;
40.01899/MU;QUESERIAS DE LEVANTE, S.A.;Murcia/SANGONERA LA VERDE O ERMITA NUEVA;37.6735151;-1.0071622;CS;;
40.01900/AB;FRICAMPALBA, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;CS;;
40.01912/CU;TEOGENES RUIZ, S.L.;Cuenca/TARANCON;40.0086075;-3.0102243;CS;;
40.01927/Z;BESANSA ALIMENTACIÓN 1934 SL;Zaragoza/CALATAYUD;41.3527628;-1.6422977;CS;;
40.01968/SE;BERNAL ZAMBRANO, FERNANDO;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.01972/M;PRODUCTOS AVICOLAS GUERRA, S.A.;Madrid/ALCORCON;40.3467624;-3.8286316;CS, RW;;
40.01978/TF;JOSE ANTONIO PADRON S.A.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.01993/BI;ALIMENTARIA ASUA S.L.;Bizkaia/ABANTO Y CIERVANA-ABANTO ZIERBENA;43.31184035;-3.0892862151;CS;;
40.01996/Z;QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCIÓN, S.L.;Zaragoza/MUELA (LA);41.5805004;-1.116297;CS;;
40.01997/HU;JOSE LUIS ARBUES, S.L;Huesca/BARBASTRO;42.035291;0.1273884;CS;;
40.02006/CA;PESCADOS Y MARISCOS SALAS S.L.;Cádiz/SANLUCAR DE BARRAMEDA;36.8621836;-5.1787;CS;;
40.02035/Z;FRAKO ALIMENTACION S.L;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.02038/PO;FRIGORIFICOS DE VIGO, S. A.;Pontevedra/VIGO;42.2376602;-8.7247205;CS;;
40.02043/LU;LUCUS MARKET S.L.U;Lugo/LUGO;43.0106089;-7.556567;CS;;
40.02046/ZA;DISTRIBUCIONES DELGADO, S.L.;Zamora/CORESES;41.5485399;-5.6209731;CS;;
40.02051/Z;INDUSTRIAS MARJO, S.L.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.02064/CU;GRIHUZ. S.L.;Cuenca/VILLAMAYOR DE SANTIAGO;39.7286889;-2.9270441;CS;;
40.02076/GC;CHUMILLAS ALIMENTACION SANA, S.L.;Palmas, Las/TELDE;27.9984538;-15.4166761;CS;;
40.02082/Z;MORCILLO PASCUAL, JOSÉ ANTONIO;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.02086/C;DIST. CORUÑESA DE ALIMENTACION, S.A.-DICASA;Coruña, A/CAMBRE;43.2924856;-8.3429687;CS;;
40.02109/CO;RIO TRAPERO, PEDRO DEL;Córdoba/PUENTE GENIL;37.387395;-4.7716241;CS;;
40.02127/HU;CABRERO E HIJOS, S.A.;Huesca/JACA;42.5691992;-0.5495195;CS;;
40.02128/Z;PELLEGAR S.L;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.02137/MA;FRIGORIFICOS A. GASPAR E HIJOS S.L.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.02156/M;HAVI LOGISTICS FSL, S.L.;Madrid/DAGANZO DE ARRIBA;40.5449391;-3.4579109;CS;;
40.02158/CA;DIALCO S.A.;Cádiz/SAN FERNANDO;36.45787;-6.2048562;WM;;
40.02164/CR;CÁRNICAS MADRIGAL, S.L.;Ciudad Real/TOMELLOSO;39.1590075;-3.0215098;CS;;
40.02220/AB;FRIGORIFICOS PALAO, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;CS;;
40.02248/PO;FRIGORIFICOS DE PONTEVEDRA, S. L.;Pontevedra/PONTEVEDRA;42.4318876;-8.6431592;CS, RW;;
40.02290/CR;BARBA DELGADO, JOVITA;Ciudad Real/CIUDAD REAL;38.95975095;-3.8828282392;CS;;
40.02303/A;EXCLUSIVAS ALICANTINAS, S.A.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.02306/CO;LUIS PIÑA S.A.;Córdoba/POZOBLANCO;38.3780204;-4.848573;CS;;
40.02320/Z;SANCHEZ ARAGONESA DE DISTRIBUCIONES,S.A.;Zaragoza/CARTUJA BAJA;41.6049584;-0.8237103;CS;;
40.02327/A;JOSE CARRILLO E HIJOS, S.L.;Alicante/Alacant/FINESTRAT;38.3629889;-0.4828823;CS;;
40.02333/L;FRIGORIFICOS LERIDANOS SA;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.02335/L;CAL FADRINOU SL;Lleida/POBLA DE SEGUR (LA);42.1659754;0.8890153;CS;;
