Nº RGSEAA; Razón Social;Provincia/Localidad;lat;lng;Actividades;Especies;Otros Detalles
40.02346/B;BONFRED SA;Barcelona/BARCELONA;41.3825596;2.1771353;CS, RW;;
40.02364/GE;JAUME FERRER I FILLS SL;Girona/FIGUERES;42.2666314;2.9638434;CS;;
40.02374/T;COALIMENT PENEDES SA;Tarragona/RIUDOMS;41.1390915;1.0519702;CS;;
40.02384/L;CONGELATS NADAL SL;Lleida/SEU D'URGELL (LA);42.3575723;1.4560067;CS, RW;;
40.02391/T;FRIGORIFICOS LLUIS SA;Tarragona/TORTOSA;40.8111899;0.5207492;CS;;
40.02415/L;PIGOT-DIS SL;Lleida/BALAGUER;41.7897204;0.8054914;CS;;
40.02419/B;CAPRABO SA;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CS, RW;;
40.02426/B;ALIMENTOS CONGELADOS FRIMAN SA;Barcelona/SANT FRUITOS DE BAGES;41.9001033;2.2831232;CS;;
40.02427/L;FRUICARN SA;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.02453/B;COPESCO SEFRISA SA;Barcelona/SANT ESTEVE SESROVIRES;41.9001033;2.2831232;CS;;
40.02459/L;DISTRIBUIDORA BOSCH HERMANOS SA;Lleida/TARREGA;41.6472781;1.1409088;CS;;
40.02497/B;MAGATZEMS PRATS SL;Barcelona/TERRASSA;41.5697302;2.0132071;CS;;
40.02509/L;SUPSA, SUPERMERCATS PUJOL SL;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.02534/GE;JOANUR SA;Girona/LLORET DE MAR;41.6973503;2.8392392;CS;;
40.02537/B;ANTONIO RABERT SA;Barcelona/TORELLO;42.0478304;2.2643391;CS;;
40.02545/B;PASAPESCA SA;Barcelona/PRAT DE LLOBREGAT (EL);41.3246333;2.0952568;CS;;
40.02558/B;VILAR ALIMENTACIO SL;Barcelona/TORELLO;42.0478304;2.2643391;CS;;
40.02559/B;MUNDIAL GOURMET SA;Barcelona/CERVELLO;41.36881665;2.016205373;CS;;
40.02571/B;BOIX & DOMENECH SL;Barcelona/MANRESA;41.7291194;1.8283711;RW;;
40.02582/B;CORPORACION ALIMENTARIA GUISSONA SA;Barcelona/MONTCADA I REIXAC;41.4800277;2.1873031;CS;;
40.02591/GE;RIERA COMERCIAL D'ALIMENTACIO SL;Girona/BANYOLES;42.1179622;2.7652076;CS;;
40.02616/B;DISTRIBUCIONES ESMAR SL;Barcelona/SANT BOI DE LLOBREGAT;41.9001033;2.2831232;CS;;
40.02626/B;CEFRUSA SERVICIOS FRIGORIFICOS SA;Barcelona/HOSTALETS DE PIEROLA (ELS);41.5788845;1.6175672;CS;;
40.02627/L;BUENAVENTURA BORRAS SA;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.02630/T;DISTRIBUCIONES ESCODA SA;Tarragona/REUS;41.1555564;1.1076133;CS;;
40.02631/B;UNIDADES FRIGORIFICAS SA;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
40.02638/B;FRIGORIFICOS MARE NOSTRUM S.A.;Barcelona/SANT BOI DE LLOBREGAT;41.9001033;2.2831232;CS;;
40.02649/GE;DISTRIBUCIO DEL FRED SA;Girona/SANT FELIU DE GUIXOLS;41.7838827;3.0283195;CS;;
40.02658/T;JUSTO BRUNET CB;Tarragona/SANT CARLES DE LA RAPITA;40.9568838;0.3381776;CS;;
40.02670/L;DISTRIBUIDORA AURELLANO SL;Lleida/LLEIDA;41.6147605;0.6267842;CS;;
40.02681/B;COALIMENT GRANOLLERS SA;Barcelona/GRANOLLERS;41.6079555;2.2876008;CS;;
40.02691/B;CATALANA DE ESPECIES FONTBONA SL;Barcelona/MATARO;41.5398408;2.4448953;CS;;
40.02725/LO;UNION DETALLISTAS ESPAÑOLES S.COOP.UNIDE;Rioja, La/LOGROÑO;42.4661196;-2.4396676;CS;;
40.02750/J;ALMACENES SAN MIGUEL S.A.;Jaén/ANDUJAR;38.0392362;-4.0505603;CS;;
40.02751/J;LUIS PIÑA S.A.;Jaén/JAEN;37.7728858;-3.7883289;CS;;
40.02757/O;CONGELADOS Y DERIVADOS SA;Asturias/SILVOTA;43.5466688;-5.8557243;CS;;
40.02758/PO;ESPAÑOL Y PEREZ, S.L.;Pontevedra/ROSAL (O);41.9485438;-8.8110662;CS;;
40.02774/IB;GLAÇ, SA;Islas Baleares/POLIGON INDUSTRIAL DE SON CASTELLO;39.5981997;2.6919871;CS;;
40.02785/M;COMERCIAL DELMI, S.L.;Madrid/VALDEMORO;40.1887955;-3.6716211;CS;;
40.02825/Z;AGUSTIN ALBACETE, S.A.;Zaragoza/BORJA;41.8348235;-1.5337542;CS;;
40.02828/HU;COMERCIAL PINAMAS, S.L.;Huesca/PUEBLA DE CASTRO (LA);42.1449985;0.2872818;CS, RW;;
40.02840/M;ALCOVENCA S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.02849/SE;JUAN JOSE SOLA RICCA S.A.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.02870/SG;LLORENTE PARDO, S. L.;Segovia/SEGOVIA;40.9502159;-4.1241494;CS;;
40.02874/AB;MAJEC, S.A.;Albacete/ALBACETE;38.9951049;-1.8559613;CS;;
40.02887/B;CARNS I VIANDES DE CANOVELLES SL;Barcelona/CANOVELLES;41.6173948;2.28288;CS;;
40.02901/VI;BRIGITTE ELSNER DE GILLET, S.L.;Araba/Álava/ZUIA;42.98174665;-2.8325477326;CS;;
40.02938/SG;FRILOZAM, S. L.;Segovia/HONTORIA;40.9078559;-4.1248104;CS;;
40.02949/CO;JOSE ARROYO E HIJOS S.L.;Córdoba/PUENTE GENIL;37.387395;-4.7716241;CS;;
40.02950/CO;EXCLUSIVAS GARCIA CANO S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.02966/MU;CONSERVAS NOLY, S.A.;Murcia/MOLINA DE SEGURA;38.0547579;-1.2124891;CS;;
40.02967/Z;FRANCISCO DIEZ, S.L.;Zaragoza/PUEBLA DE ALFINDEN (LA);41.631587;-0.7508841;CS;;
40.03003/TF;SM 2000 S.A.;Santa Cruz de Tenerife/PUERTO DE LA CRUZ;28.4159024;-16.5532956;CS;;
40.03005/TF;DISTRIBUCIONES FRIONORTE S.L.;Santa Cruz de Tenerife/ROSARIO (EL);28.4086408;-16.3463083;CS;;
40.03030/Z;DISTRIBUIDORA INTERNACIONAL ALIMENTACION S.A.;Zaragoza/MALLEN;41.9046128;-1.4205413;CS;;
40.03031/CU;EXCLUCENTRO, S.L.;Cuenca/MOTILLA DEL PALANCAR;39.5629676;-1.9119709;CS;;
40.03063/GC;CONGESUR CANARIAS, S.L.L.;Palmas, Las/AGÜIMES;27.9049541;-15.4445131;CS;;
40.03199/J;JAMONES SIERRA VERDE S.L.;Jaén/JAEN;37.7728858;-3.7883289;CS;;
40.03209/BU;RODRIGUEZ Y RENES, S. L.;Burgos/BURGOS;42.343926;-3.696977;CS;;
40.03226/AB;CASH LOS LLANOS, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;CS, RW;;
40.03227/AB;JAPASA, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;CS;;
40.03231/V;COALIMENT VALENCIA, S.A.;Valencia/València/XATIVA;38.9887291;-0.5191539;CS;;
40.03248/B;COALIMENT GRANOLLERS SA;Barcelona/GRANOLLERS;41.6079555;2.2876008;CS;;
40.03313/B;BACALLA J. OMS SL;Barcelona/MANRESA;41.7291194;1.8283711;CS, RW;;
40.03346/BA;MANUEL ROSA ORTIZ, S.C.;Badajoz/VILLANUEVA DE LA SERENA;38.9969417;-5.722900866;CS;;
40.03352/GE;COMERCIAL AMAT SL;Girona/BISBAL D'EMPORDA (LA);41.9598687;3.039616;CS;;
40.03353/GE;FRIGORIFICS FERRER SA;Girona/AIGUAVIVA;41.9381188;2.7626201;CS;;
40.03428/Z;SUCESORES DE BACALAOS NORDICOS S.L.;Zaragoza/MUELA (LA);41.5805004;-1.116297;CS;;
40.03429/CR;HERMANOS DELGADO MONTALVO, S.L.;Ciudad Real/SOLANA (LA);38.941937;-3.236528;CS;;
40.03436/LE;DISTRIBUIDORA CARNICA LEONESA S.L.;León/VILLAOBISPO DE LAS REGUERAS;42.6132607;-5.5486764;CS;;
40.03452/Z;SANZ CARCAS SERGIO;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.03503/GC;LAMIDO S.L.;Palmas, Las/INGENIO;27.9183781;-15.4357949;RW;;
40.03516/P;PORDUCTOS DEL MAR VALLEJO, S. A.;Palencia/PALENCIA;42.0108141;-4.5327853;CS;;
40.03522/TF;TOMAS BARRETO S.A.;Santa Cruz de Tenerife/BREÑA BAJA;28.62924265;-17.7885984399;CS;;
40.03570/M;FAMA DEL ESCORIAL, S.L.;Madrid/SAN LORENZO DE EL ESCORIAL;40.5926673;-4.1471642;CS;;
40.03577/SE;PANIFICADORA Y CONFITERIA S.A. PAYCO S.A;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.03579/HU;PANZANO DISTRIBUCIONES CARNICAS S.L.;Huesca/HUESCA;42.1373367;-0.4100852;CS;;
40.03581/TO;HERRERA GUTIERREZ, JOSE LUIS;Toledo/TALAVERA DE LA REINA;39.96071;-4.8299634;CS;;
40.03584/V;SILOMAR FRIGORIFICOS, S.L.;Valencia/València/QUART DE POBLET;39.4827253;-0.4438854;CS;;
40.03642/SE;EXCLUSIVAS MAIRENA S.A.;Sevilla/MAIRENA DEL ALCOR;37.3731974;-5.7474665;CS, RW;;
40.03683/BA;CORPORACION ALIMENTARIA GUISSONA S.A.;Badajoz/ALMENDRALEJO;38.6846791;-6.4067802;CS;;
40.03716/CR;ECOS MANCHEGOS, S.A.;Ciudad Real/DAIMIEL;39.072196;-3.6143611;CS;;
40.03788/CR;LUIS PIÑA, S.A.;Ciudad Real/VALDEPEÑAS;38.7594573;-3.3847392;CS;;
40.03847/S;PESCADOS ANCO S.L.;Cantabria/SAN VICENTE DE LA BARQUERA;43.4429266;-3.9048376;CS;;
40.03860/GC;MARCHA S.A.;Palmas, Las/TELDE;27.9984538;-15.4166761;CS;;
40.03877/HU;BUENAVENTURA BORRAS, S.A.;Huesca/HUESCA;42.1373367;-0.4100852;CS;;
40.03948/MU;MURCIANA DE ALIMENTACION, S.A.;Murcia/MOLINA DE SEGURA;38.0547579;-1.2124891;CS;;
40.03964/BI;FRIO BILBAO, S.A.;Bizkaia/BASAURI;43.2353636;-2.8921975;CS;;
40.04015/GE;COMERCIAL CBG SA;Girona/RIPOLL;42.1982391;2.1932496;CS;;
40.04034/B;CRIVEN SA;Barcelona/BADALONA;41.4493539;2.248254;CS;;
40.04045/B;REALFRES SL;Barcelona/SANT VICENÇ DELS HORTS;41.6110502;2.1374456;CS, RW;;
40.04046/B;DISTAL GROUP SL;Barcelona/VILASSAR DE DALT;41.5163595;2.3592879;CS;;
40.04129/GC;NORDFROST CANARIAS, S.A.;Palmas, Las/SAN BARTOLOME DE TIRAJANA;27.9254273;-15.5725797;CS;;
40.04171/LE;HEREDEROS DE ELICERIO Y JESUSA, S. L.;León/FLORES DEL SIL;42.5452467;-6.6148795;CS;;
40.04178/S;EXCLUSIVAS ISAAC VELAR S.L.;Cantabria/CASTRO-URDIALES;43.3843347;-3.2162576;CS, RW;;
40.04221/BU;CONGELADOS ORBESA, S. A.;Burgos/VILLAYUDA O LA VENTILLA;42.3441496;-3.6514512;CS;;
40.04232/SO;COMERCIAL HERMANOS ORTEGA, S. A.;Soria/SORIA;41.7633842;-2.4642041;CS;;
40.04254/GE;FRIGORIFICOS DEL MORAL S.A.;Girona/FORNELLS DE LA SELVA;41.9319675;2.8090343;CS;;
40.04289/A;DIALQUE, S.A.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.04293/S;ABEL FERNANDEZ S.A.;Cantabria/SANTIAGO;43.2597892;-3.8425464019;CS;;
40.04351/CA;MERCADO AGRICOLA P.R.C. S.A.;Cádiz/PUERTO REAL;36.5286856;-6.1902161;CS;;
40.04352/LE;MONDELEZ ESPAÑA PRODUCTION S.L.;León/HOSPITAL DE ORBIGO;42.4644398;-5.8821204;CS;;
40.04367/LO;CORPORACION ALIMENTARIA GUISSONA SA;Rioja, La/RINCON DE SOTO;42.2346465;-1.8504938;CS;;
40.04377/V;ULTRACONGELADOS DE LA RIBERA, S.L.;Valencia/València/BENIMODO;39.2135344;-0.5267415;CS, RW;;
40.04381/Z;DISTRIBUCIONES TAUSTE, S.A.;Zaragoza/TAUSTE;41.9203185;-1.2547248;CS, RW;;
40.04462/H;AVICOLA DEL CONDADO S.L.;Huelva/BOLLULLOS PAR DEL CONDADO;37.3382055;-6.5384658;CS;;
40.04472/CU;FRICERPAR, S.L.;Cuenca/CUENCA;40.0681156;-2.1348241;CS;;
40.04473/CU;SAN AGUSTIN SOC. COOP. DE CASTILLA LA MANCHA;Cuenca/MOTA DEL CUERVO;39.5002943;-2.8681772;CS;;
40.04502/M;HERMANOS MAQUEDA GONZALEZ S.A.;Madrid/MOSTOLES;40.3238525;-3.8649214;CS;;
40.04507/M;EMMEDI, S.A.;Madrid/SAN FERNANDO DE HENARES;40.4248548;-3.5350369;CS;;
40.04522/MA;QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCION S.L.U.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.04598/M;MORENO GARCIA RIBERA, S.A.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.04599/B;CONDIS SUPERMERCATS SA;Barcelona/MONTCADA I REIXAC;41.4800277;2.1873031;CS;;
40.04619/CU;DIEBAL, S.L.;Cuenca/PEDROÑERAS (LAS);39.449747;-2.6729813;CS;;
40.04650/CU;CONACO, S.A.;Cuenca/MOTILLA DEL PALANCAR;39.5629676;-1.9119709;CS;;
40.04651/CU;EXCLUSIVAS TININ, S.R.L.;Cuenca/CHILLARON DE CUENCA;40.1047007;-2.2210894;CS;;
40.04657/CO;COMERCIAL DE BEBIDAS CORTES S.L.;Córdoba/PUENTE GENIL;37.387395;-4.7716241;CS;;
40.04720/GC;METRO CASH & CARRY S.L.;Palmas, Las/AGÜIMES;27.9049541;-15.4445131;CS;;
40.04776/TO;SALUTEM GREEN FOODS, S.L.;Toledo/TORRIJOS;39.9811627;-4.2805629;CS, RW;;
40.04804/A;DISTRIBUCIONES BENIMARMUT S.L.;Alicante/Alacant/PEDREGUER;38.3273642;-0.5127368;CS;;
40.04823/CO;INDUSTRIA AVICOLA SUREÑA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.04836/CU;DISTRIBUCIONES BASILIO COLLADO, S.L.;Cuenca/CASASIMARRO;39.3946426;-2.0385536;CS;;
40.04860/VI;REPRESENTACIONES LASAN, S.L.;Araba/Álava/VITORIA-GASTEIZ;42.8463449;-2.6725146;CS;;
40.04900/B;COMERCIAL ALIAS CAMPOY SL;Barcelona/PINEDA DE MAR;41.6276199;2.6897628;CS;;
40.04919/BA;AVES Y HUEVOS VARGAS S.L.;Badajoz/MERIDA;38.9174665;-6.3443977;CS;;
40.04969/A;QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCION, S.L.U.;Alicante/Alacant/BACAROT (EL);38.3190679;-0.5567922;CS;;
40.05023/CA;GOMEZ SANCHEZ, JOSE;Cádiz/CADIZ;36.5216471;-6.2826008;CS;;
40.05026/TF;JAIME LLORCA, S.A.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.05087/GE;PROTUR HOTELS ROSES SCCL;Girona/ROSES;42.2632018;3.1755328;CS, RW;;
40.05100/AB;COMERCIAL JESSEN, S.L.;Albacete/HELLIN;38.5106649;-1.6995137;CS;;
40.05124/M;QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCION S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.05125/C;ATUNICE, S.A.;Coruña, A/CORUÑA (A);43.3650323;-8.4129958;CS;;
40.05143/M;IBEROCHINA, S.A.;Madrid/ALCOBENDAS;40.5400082;-3.6358494;CS;;
40.05199/CO;ALIMENTARIA DEL VALLE S.A.;Córdoba/POZOBLANCO;38.3780204;-4.848573;CS;;
40.05225/BI;COMERCIAL ZUVILLAGA, I, S.L.;Bizkaia/SONDIKA;43.2990664;-2.9260509;CS;;
40.05230/CU;DISTRIBUCIONES HOSTELERAS CRUZ GUTIERREZ, S.L.;Cuenca/MOTA DEL CUERVO;39.5002943;-2.8681772;CS;;
40.05244/T;FRICAÑ VENDRELL SL;Tarragona/VENDRELL (EL);41.216936;1.5340695;CS;;
40.05245/T;SANTACANA FIGUEROLA, ENRIC;Tarragona/VENDRELL (EL);41.216936;1.5340695;CS;;
40.05269/SE;OJELO S.A.;Sevilla/DOS HERMANAS;37.2794292;-5.9225468;CS;;
40.05275/B;QUALIANZA SERVICIOS INTEGRALES DE DISTRIBUCIÓN, SL;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
40.05276/B;ALFRAYMAN SL;Barcelona/BADALONA;41.4493539;2.248254;CS;;
40.05288/GR;CAPIFER GRANADA S.L.;Granada/CHURRIANA DE LA VEGA;37.1464352;-3.6430867;CS;;
40.05301/M;COMERCIAL DISTRIBUIDORA RUIZ S.A. (CODERSA);Madrid/ALCOBENDAS;40.5400082;-3.6358494;CS, RW;;
40.05339/MA;ROMAN Y MARTOS S.L.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.05350/H;CONGELADOS ARACENA;Huelva/ARACENA;37.8949414;-6.5624496;CS;;
40.05351/CO;MOLERO AVICOLA S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.05364/GE;FRANCISCO PUIG MASJUAN S.A.;Girona/GIRONA;41.8486519;2.3745366177;CS;;
40.05385/AB;PIÑERO CABEZUELO, S.L.;Albacete/ALBACETE;38.9951049;-1.8559613;CS;;
40.05393/M;COMERCIAL HISPAMA, S.L.;Madrid/SAN FERNANDO DE HENARES;40.4248548;-3.5350369;CS;;
40.05411/MU;FRIOMED, S.A.;Murcia/PALMAR (EL) O LUGAR DE DON JUAN;37.9388703;-1.1619192;CS;;
40.05420/AL;FRIGORIFICOS PORTOCARRERO S.L.;Almería/ALMERIA;36.8414197;-2.4628135;CS;;
40.05446/V;STEF IBERIA S.A.;Valencia/València/VALENCIA;39.4699014;-0.3759513;CS;;
40.05453/CA;FRIGORIFICOS PUERTOMAR S.L.;Cádiz/CHICLANA DE LA FRONTERA;36.4191096;-6.1460683;CS;;
40.05476/Z;BEBINTER, S.A.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.05513/B;TEODORO GARCIA SA;Barcelona/VILADECANS;41.3163083;2.0156034;CS;;
40.05520/GE;DELTER ALIMENTACIO SL;Girona/PUIGCERDA;42.4317966;1.9278693;CS;;
40.05522/T;FALCO FRED CB;Tarragona/MORA D'EBRE;41.0893373;0.6412887;CS;;
40.05523/BA;MANUEL ROSA ORTIZ S.C.;Badajoz/VILLANUEVA DE LA SERENA;38.9969417;-5.722900866;CS;;
40.05583/VA;MAKRO AUTOSERVICIO MAYORISTA, S. A.;Valladolid/VALLADOLID;41.6521328;-4.728562;CS, RW;;
40.05585/M;LEONARDO VAZQUEZ, S.L.;Madrid/ALCOBENDAS;40.5400082;-3.6358494;CS;;
40.05670/PO;PRODUCTOS CONGELADOS, S. A. â€œPROCSAâ€œ;Pontevedra/VIGO;42.2376602;-8.7247205;CS;;
40.05739/B;CODINA ALIMENTS SL;Barcelona/PAPIOL (EL);41.4364229;2.0099593;CS;;
40.05793/M;DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.;Madrid/GETAFE;40.3081807;-3.7302679;CS;;
40.05825/IB;CARNES Y ALIMENTOS MAS CRESPO, SA;Islas Baleares/COLL DE'N RABASSA (ES);39.5511589;2.6971459;CS;;
40.05831/J;ALMACENES MAYORALAS S.L.;Jaén/BEAS DE SEGURA;38.252213;-2.889767;CS;;
40.05832/CO;ALMACEN COMERCIAL MARISCAL S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.05957/B;CAMPOFRIO FOOD GROUP SA;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
40.05988/T;CACAOLAT SAU;Tarragona/CONSTANTI;41.1528145;1.2151815;CS;;
40.06017/TO;BASCONA, S.A.;Toledo/VILLASECA DE LA SAGRA;39.9623605;-3.8829959;CS, RW;;
40.06019/M;FELICIANO GARCIA S.L.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.06043/B;LA RIBERA SA;Barcelona/BARCELONA;41.3825596;2.1771353;CS;;
40.06099/HU;ALFREDO SOLANO RIVERA Y OTRO C.B.;Huesca/BARBASTRO;42.035291;0.1273884;CS;;
40.06116/B;LIGTON SL;Barcelona/RUBI;41.4365689;1.5878667;CS;;
40.06127/VA;EZEQUIEL ARRIBAS S.A.;Valladolid/MEDINA DEL CAMPO;41.4069474;-4.5670892;CS;;
40.06147/J;LUIS PIÑA S.A.;Jaén/UBEDA;38.011585;-3.3715445;CS;;
40.06164/TF;JOVENCASA S.L.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.06172/Z;DISTRIBUCIONES Y REPRESENTACIONES USIETO;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.06228/MA;EMS SUPPLY (SPAIN) S.A.U.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.06281/AB;MOREDIS-MORENO DISTRIBUCIONES S.L.;Albacete/VILLARROBLEDO;39.2681742;-2.6042132;CS;;
40.06296/M;CEFRUSA, SERVICIOS FRIGORIFICOS, S.A;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.06307/B;SUPERFICIES DE ALIMENTACION SA;Barcelona/GRANOLLERS;41.6079555;2.2876008;CS, RW;;
40.06319/B;COMERCIAL ERLISO SL;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CS;;
40.06321/B;FERRER BADIA S.A.;Barcelona/BARCELONA;41.3825596;2.1771353;CS, WM;;
40.06335/B;IMBADEX S.A.;Barcelona/HOSPITALET DE LLOBREGAT (L');41.3598601;2.0997927;CS, RW;;
40.06342/GE;SELECCIO REGISA SL;Girona/RIUDELLOTS DE LA SELVA;41.8954981;2.8022296;CS, RW;;
40.06344/GE;CONGELADOS REIXACH SA;Girona/VALL D'EN BAS (LA);42.24141245;2.4326425163;CS;;
40.06349/Z;DISTRIBUCIONES RODRIGO, S.A.;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS, RW;;
40.06364/BA;RODRIGUEZ BOLAÑOS JUAN;Badajoz/ALMENDRALEJO;38.6846791;-6.4067802;CS;;
40.06380/SE;MASILBA S.L.;Sevilla/SEVILLA;37.3886303;-5.9953171;CS;;
40.06394/BA;CONGELADOS EN GENERAL S.A.;Badajoz/BADAJOZ;38.8782064;-6.9701574;CS;;
40.06410/TF;RUBENS CABRERA S.L.;Santa Cruz de Tenerife/REALEJOS (LOS);28.34997035;-16.5849880545;CS;;
40.06417/GE;GASOL CENTRE 50 SL;Girona/LLORET DE MAR;41.6973503;2.8392392;CS;;
40.06471/GC;FRIGOLUZ, S.A.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.06476/GC;FRIGONORTE, S.L.;Palmas, Las/GALDAR;28.1462726;-15.666342;CS;;
40.06481/HU;LA CORUÑESA S.A.;Huesca/HUESCA;42.1373367;-0.4100852;CS;;
40.06490/Z;ARAGONESA DE PIENSOS, S.A.;Zaragoza/UTEBO;41.7140829;-0.9943593;CS;;
40.06497/GE;COMERCIAL D'AUS CAÑET SA;Girona/SILS;41.8089441;2.7414651;CS;;
40.06509/Z;SUCESORES DE MANUEL GOMEZ, S.L.;Zaragoza/ZUERA;41.8659094;-0.7886383;CS;;
40.06531/CA;DIZVALLE ALIMENTACION S.L.;Cádiz/ARCOS DE LA FRONTERA;36.7486475;-5.8060466;CS;;
40.06533/M;DISTRIBUCIONES AVICOLAS FRIGORIFICAS, S. A.;Madrid/MADRID;40.4167047;-3.7035825;CS;;
40.06540/LU;AROMAR, S.A;Lugo/RIBADEO;43.5361589;-7.0436775;CS;;
40.06548/MU;FRAGAMA ALIMENTACION, S.L.;Murcia/DOLORES (LOS);37.97831065;-1.0997338525;CS;;
40.06558/Z;DISTRIBUCIONES GRAYLAR S.L;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS, RW;;
40.06560/P;DISTRIBUCIONES MOTA BARTOLOME, S. L.;Palencia/PALENCIA;42.0108141;-4.5327853;CS;;
40.06566/Z;ASO BENITO, SL;Zaragoza/ZARAGOZA;41.6521342;-0.8809428;CS;;
40.06579/GE;FRIOLISA SA;Girona/VILAFANT;42.2515266;2.9418008;CS;;
40.06580/GE;FRILLEMENA SA;Girona/SANT GREGORI;41.9910304;2.7564765;CS, RW;;
40.06611/M;DISTRIBUCIONES Y REPRESENTACIONES ALIMENTICIAS,S.A;Madrid/GETAFE;40.3081807;-3.7302679;CS;;
40.06618/V;COLONIALES EL SOL, S.L.;Valencia/València/ALDAIA;39.4397731;-0.4392901;CS;;
40.06621/CO;CORALBE S.L.;Córdoba/CORDOBA;37.8844874;-4.7795023;CS;;
40.06632/J;REPRESENTACIONES EXCLUSIVAS MANUEL VILCHEZ E HIJOS S.L.;Jaén/JAEN;37.7728858;-3.7883289;CS;;
40.06646/AL;HUEVOS IMAJO S.A.;Almería/ALMERIA;36.8414197;-2.4628135;CS;;
40.06653/S;DIVISION ALIMENTARIA S.A.;Cantabria/SANTANDER;43.2597892;-3.8425464019;CS;;
40.06669/TF;CONGELADOS ELADIO E HIJOS, S.L.;Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA;28.6785148;-17.7670629;CS;;
40.06670/M;OGO - DISTRIBUCIONES EN EXCLUSIVA S.A.;Madrid/VALDEMORO;40.1887955;-3.6716211;CS, RW;;
40.06704/A;DISTRIBUCION CONGELADOS ROSA DE LOS VIENTOS, S.L.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.06722/A;ANTONIA GOMEZ TELLEZ y OTROS, S.C.;Alicante/Alacant/CREVILLENT;38.2647983;-0.7239877;CS;;
40.06736/T;PENEDES DISTRIBUCION ALIMENTARIA SA;Tarragona/ARBOÇ (L');41.3389933;1.4625495;CS;;
40.06748/B;COMERCIAL AGRICOLA RIOJANA SA;Barcelona/CERDANYOLA DEL VALLES;41.4910324;2.1374969;CS;;
40.06763/A;DISTRIBUCIONES GUILLEN, S.L.;Alicante/Alacant/ALICANTE/ALACANT;38.37564915;-0.5314365255;CS;;
40.06764/M;JOSE LUIS HERNAMPEREZ CRISTOBAL, S.L.;Madrid/MORALEJA DE ENMEDIO;40.2615532;-3.8612117;CS;;
40.06771/GC;ALMACENES GUANARTEME S.L.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.06778/MA;OLEA Y SERRANO S.A.;Málaga/MALAGA;36.7210805;-4.421041;CS;;
40.06785/SO;FRISORIA S.A.;Soria/SORIA;41.7633842;-2.4642041;CS;;
40.06789/GC;HERNANDEZ BOLAÑOS S.L.;Palmas, Las/PALMAS DE GRAN CANARIA (LAS);28.1287799;-15.4350514;CS;;
40.06802/M;ALSIEMA, S.A.;Madrid/COLLADO VILLALBA;40.6291367;-4.013937;CS;;
40.06806/TF;GESTION DEL MEDIO RURAL DE CANARIAS, S.A.U.;Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE;28.4685142;-16.2560047;CS;;
40.06809/MU;COMERCIAL MACU ALIMENTACION S.L;Murcia/MURCIA;37.9923795;-1.1305431;CS;;
